SubModel Parameter slope SE_slope intercept SE_intercept r2 n RMSE EF CD
SoilWaterModelR1,WG0_30,0.7441,0.1586,0.1183,0.0319,0.4585,    28,0.0677,-21.5816,0.0279
SoilWaterModelR1,WG30_50,0.5458,0.2617,0.0726,0.0464,0.0786,    53,0.0213,-0.1296,0.1411
SoilWaterModelR1,WG60_80,-0.2620,0.1662,0.2222,0.0333,0.0465,    53,0.0447,-2.8107,0.0928
SoilWaterModelR1,WG90_110,0.0000,0.0000,0.0000,0.0000,0.0000,    42,0.0000,0.0000,0.0000
