SubModel Parameter slope SE_slope intercept SE_intercept r2 n RMSE EF CD
LogistGrowth1,Product,0.9985,0.0113,-0.8941,0.6671,0.9897,    83,4.4357,0.9892,1.0069
LogistGrowth1,Educt,0.9981,0.0128,1.6666,0.9327,0.9869,    83,5.1493,0.9855,1.0081
