													Vol%	Vol%	Vol%	Vol%
Erntejahr	VN	Standort	Reihe	Spalte	Fruchtfolge	FF-Glied	N-Form	N-Menge	Block	Aufwuchs	Methode	Datum	WAS 0-30 /5-25	WAS 30-60 / 30-50	WAS 60-90 / 60-80	WAS 90-110
2008	112	1	4	16	2	1	3	3	1	1	grav	13.10.2008	0.299151261	0.275205352	0.227179948	.
2008	112	1	5	4	2	1	3	2	2	1	grav	13.10.2008	0.264058172	0.246176	0.26266731	.
2008	112	1	5	7	3	1	1	4	2	1	grav	13.10.2008	0.253276596	0.223962536	0.227858268	.
2008	112	1	5	8	3	1	4	3	2	1	grav	13.10.2008	0.251012146	0.256326531	0.245204819	.
2008	112	1	5	10	2	1	1	1	2	1	grav	13.10.2008	0.258613673	0.25027089	0.260363699	.
2008	112	1	5	11	2	1	4	4	2	1	grav	13.10.2008	0.292574601	0.250863438	0.218017068	.
2008	112	1	5	13	2	1	4	3	2	1	grav	13.10.2008	0.311135531	0.273608539	0.303558518	.
2008	112	1	5	16	3	1	1	2	2	1	grav	13.10.2008	0.295629139	0.293208829	0.295863692	.
2008	112	1	6	1	3	1	4	2	2	1	grav	13.10.2008	0.261712247	0.250893025	0.256509884	.
2008	112	1	6	2	3	1	4	4	2	1	grav	13.10.2008	0.252653525	0.233769038	0.244304334	.
2008	112	1	6	3	3	1	1	1	2	1	grav	13.10.2008	0.255331152	0.219991297	0.244843677	.
2008	112	1	6	5	2	1	1	4	2	1	grav	13.10.2008	0.250678786	0.248025276	0.256512456	.
2008	112	1	6	8	2	1	1	2	2	1	grav	13.10.2008	0.252870091	0.233847814	0.242444242	.
2008	112	1	6	12	2	1	1	3	2	1	grav	13.10.2008	0.276687876	0.273124444	0.253475762	.
2008	112	1	6	16	2	1	4	2	2	1	grav	13.10.2008	0.31671935	0.343716226	0.291874812	.
2008	112	1	7	4	2	1	1	1	2	1	grav	13.10.2008	0.262802768	0.229969446	0.252710236	.
2008	112	1	7	5	3	1	3	3	2	1	grav	13.10.2008	0.259488591	0.234302832	0.243054632	.
2008	112	1	7	6	2	1	3	3	2	1	grav	13.10.2008	0.262751627	0.228197674	0.216116505	.
2008	112	1	7	7	3	1	3	4	2	1	grav	13.10.2008	0.260038504	0.234663922	0.234819244	.
2008	112	1	7	13	3	1	3	2	2	1	grav	13.10.2008	0.290142037	0.309602744	.	.
2008	112	1	8	2	2	1	1	1	3	1	grav	13.10.2008	0.251283744	0.265275862	0.286525401	.
2008	112	1	8	7	3	1	1	1	3	1	grav	13.10.2008	0.267515924	0.257317636	0.274677766	.
2008	112	1	8	13	3	1	1	3	2	1	grav	13.10.2008	0.26248488	0.246869925	0.224114286	.
2008	112	1	8	14	3	1	1	1	2	1	grav	13.10.2008	0.279599362	0.245618581	0.218719212	.
2008	112	1	9	2	2	1	5	4	3	1	grav	13.10.2008	0.297699827	0.264914	0.327677523	.
2008	112	1	9	3	2	1	1	4	3	1	grav	13.10.2008	0.253565436	0.251862433	0.284486144	.
2008	112	1	9	4	3	1	1	3	3	1	grav	13.10.2008	0.246976041	0.247614294	0.268756816	.
2008	112	1	9	7	2	1	1	2	3	1	grav	13.10.2008	0.247177925	0.236262932	0.231931846	.
2008	112	1	9	15	3	1	1	2	3	1	grav	13.10.2008	0.254884048	0.266101695	0.222519084	.
2008	112	1	10	1	2	1	3	2	3	1	grav	13.10.2008	0.308054393	0.274067746	0.32750926	.
2008	112	1	10	2	2	1	4	3	3	1	grav	13.10.2008	0.308736335	0.312277973	0.366280939	.
2008	112	1	10	5	2	1	3	3	3	1	grav	13.10.2008	0.261431784	0.183639861	0.267426911	.
2008	112	1	10	7	3	1	4	2	3	1	grav	13.10.2008	0.266592168	0.290491178	0.268794457	.
2008	112	1	10	8	2	1	1	1	3	1	grav	13.10.2008	0.273330212	0.290769382	0.277416631	.
2008	112	1	10	13	2	1	4	4	3	1	grav	13.10.2008	0.27943093	0.260888296	0.225303644	.
2008	112	1	10	16	3	1	3	4	3	1	grav	13.10.2008	0.297692938	0.259460958	0.22656792	.
2008	112	1	11	2	2	1	1	3	3	1	grav	13.10.2008	0.250668994	0.235131721	0.245862129	.
2008	112	1	11	4	3	1	1	4	3	1	grav	13.10.2008	0.271577899	0.255978261	0.255344776	.
2008	112	1	11	5	3	1	3	3	3	1	grav	13.10.2008	0.251319007	0.2181615	0.241538462	.
2008	112	1	11	6	3	1	4	4	3	1	grav	13.10.2008	0.254184277	0.217351931	0.205831138	.
2008	112	1	11	7	3	1	3	2	3	1	grav	13.10.2008	0.274531759	0.300338271	0.293733125	.
2008	112	1	11	9	3	1	5	4	3	1	grav	13.10.2008	0.271680605	0.265495323	0.268483681	.
2008	112	1	11	10	2	1	4	4	3	1	grav	13.10.2008	0.290593137	0.233324408	0.225757424	.
2008	112	1	11	12	2	1	3	4	3	1	grav	13.10.2008	0.246504719	0.224111478	0.191533062	.
2008	112	1	11	14	3	1	1	1	3	1	grav	13.10.2008	0.267020649	0.235393003	0.218514197	.
2008	112	1	12	4	2	1	1	1	4	1	grav	13.10.2008	0.267575682	0.249573153	0.266035966	.
2008	112	1	12	6	3	1	3	3	4	1	grav	13.10.2008	0.260372041	0.228699208	0.195722419	.
2008	112	1	12	8	3	1	4	4	4	1	grav	13.10.2008	0.275031686	0.251727895	0.239913187	.
2008	112	1	12	10	2	1	4	2	4	1	grav	13.10.2008	0.30459588	0.319782366	0.284967081	.
2008	112	1	12	11	3	1	3	2	4	1	grav	13.10.2008	0.258112724	0.234561753	0.259871862	.
2008	112	1	12	12	2	1	1	3	4	1	grav	13.10.2008	0.248922836	0.225401564	0.23195484	.
2008	112	1	12	16	3	1	4	3	3	1	grav	13.10.2008	0.308231459	0.261135903	0.271138996	.
2008	112	1	13	1	3	1	1	2	4	1	grav	13.10.2008	0.267388904	0.234525961	0.239174595	.
2008	112	1	13	2	2	1	4	2	4	1	grav	13.10.2008	0.292486896	0.237352507	0.264078795	.
2008	112	1	13	4	2	1	4	3	4	1	grav	13.10.2008	0.250297816	0.256006088	0.263670085	.
2008	112	1	13	5	3	1	1	1	4	1	grav	13.10.2008	0.264034958	0.23416828	0.209326253	.
2008	112	1	13	6	3	1	1	3	4	1	grav	13.10.2008	0.252867065	0.263077812	0.257704684	.
2008	112	1	13	8	2	1	3	2	4	1	grav	13.10.2008	0.264883037	0.249557749	0.249383001	.
2008	112	1	13	14	3	1	5	4	4	1	grav	13.10.2008	0.265750442	0.253103946	0.259740786	.
2008	112	1	13	15	3	1	4	2	4	1	grav	13.10.2008	0.303838245	0.286952588	0.303626489	.
2008	112	1	14	1	2	1	1	2	4	1	grav	13.10.2008	0.288514851	0.271597819	0.210268378	.
2008	112	1	14	3	2	1	5	4	4	1	grav	13.10.2008	0.274891775	0.240232159	0.251404542	.
2008	112	1	14	4	2	1	1	4	4	1	grav	13.10.2008	0.276916996	0.255362602	0.27076632	.
2008	112	1	14	6	3	1	1	4	4	1	grav	13.10.2008	0.261679001	0.250142793	0.225816632	.
2008	112	1	14	14	2	1	1	1	4	1	grav	13.10.2008	0.270851407	0.239409625	0.221351114	.
2008	112	1	14	15	2	1	3	4	4	1	grav	13.10.2008	0.270808056	0.247829519	0.246087704	.
2008	112	1	15	3	3	1	3	4	4	1	grav	13.10.2008	0.381656805	0.290131062	0.268551089	.
2008	112	1	15	8	3	1	1	1	4	1	grav	13.10.2008	0.244008824	0.261991834	0.263688645	.
2008	112	1	15	10	3	1	4	3	4	1	grav	13.10.2008	0.219644346	0.199807173	0.220961204	.
2008	112	1	15	11	2	1	3	3	4	1	grav	13.10.2008	0.239514349	0.213577502	0.224202025	.
2008	112	1	1	5	1	1	3	2	1	1	grav	14.10.2008	0.266666667	0.266666667	0.293333333	.
2008	112	1	1	15	1	1	5	4	1	1	grav	14.10.2008	0.24	0.2	0.213333333	.
2008	112	1	2	2	1	1	3	3	1	1	grav	14.10.2008	0.266666667	0.24	0.25	.
2008	112	1	3	7	1	1	3	4	1	1	grav	14.10.2008	0.28	0.256666667	0.266666667	.
2008	112	1	5	3	1	1	5	4	2	1	grav	14.10.2008	0.25	0.24	0.226666667	.
2008	112	1	5	12	1	1	3	3	2	1	grav	14.10.2008	0.27	0.263333333	0.263333333	.
2008	112	1	7	3	1	1	3	4	2	1	grav	14.10.2008	0.276666667	0.26	0.26	.
2008	112	1	7	10	1	1	3	2	2	1	grav	14.10.2008	0.26	0.26	0.303333333	.
2008	112	1	9	8	1	1	3	3	3	1	grav	14.10.2008	0.27	0.253333333	0.256666667	.
2008	112	1	9	14	1	1	3	4	3	1	grav	14.10.2008	0.286666667	0.256666667	0.256666667	.
2008	112	1	10	15	1	1	5	4	3	1	grav	14.10.2008	0.296666667	0.28	0.266666667	.
2008	112	1	10	15	1	1	5	4	3	1	grav	14.10.2008	0.266666667	0.253333333	0.25	.
2008	112	1	12	14	1	1	3	2	3	1	grav	14.10.2008	0.256666667	0.226666667	0.196666667	.
2008	112	1	14	11	1	1	5	4	4	1	grav	14.10.2008	0.286666667	0.253333333	0.24	.
2008	112	1	15	2	1	1	3	4	4	1	grav	14.10.2008	0.33	0.29	0.27	.
2008	112	1	15	14	1	1	3	3	4	1	grav	14.10.2008	0.26	0.23	0.236666667	.
2009	112	1	1	4	2	3	3	4	1	2	grav	20.10.2008	0.287583254	0.281569575	0.264601872	.
2009	112	1	1	6	2	3	5	4	1	2	grav	20.10.2008	0.288986848	0.254545455	0.247976235	.
2009	112	1	1	8	2	3	1	1	1	2	grav	20.10.2008	0.289607783	0.261274363	0.259788895	.
2009	112	1	2	8	2	3	4	2	1	2	grav	20.10.2008	0.30871185	0.299281891	0.23067704	.
2009	112	1	2	9	2	3	1	2	1	2	grav	20.10.2008	0.320906327	0.279942863	0.258431532	.
2009	112	1	2	10	2	3	4	3	1	2	grav	20.10.2008	0.318599971	0.304188839	0.267565153	.
2009	112	1	2	16	2	3	3	3	1	2	grav	20.10.2008	0.312349294	0.258132707	0.290829855	.
2009	112	1	3	5	2	3	1	3	1	2	grav	20.10.2008	0.285513581	0.269904373	0.262945736	.
2009	112	1	3	14	2	3	3	2	1	2	grav	20.10.2008	0.320590951	0.229545455	0.258048021	.
2009	112	1	4	5	2	3	1	4	1	2	grav	20.10.2008	0.292917697	0.276408451	0.288542795	.
2009	112	1	4	9	2	3	4	4	1	2	grav	20.10.2008	0.273213724	0.212827694	0.221140473	.
2009	112	1	4	14	2	3	1	1	1	2	grav	20.10.2008	0.327251401	0.286028629	0.249503755	.
2009	112	1	5	6	2	3	1	4	2	2	grav	20.10.2008	0.273627557	0.278383312	0.225286104	.
2009	112	1	5	9	2	3	1	2	2	2	grav	20.10.2008	0.298076923	0.253810624	0.26217484	.
2009	112	1	6	6	2	3	3	3	2	2	grav	20.10.2008	0.30399426	0.281410325	0.24431469	.
2009	112	1	6	9	2	3	3	4	2	2	grav	20.10.2008	0.275721154	0.249960526	0.240008626	.
2009	112	1	6	13	2	3	1	3	2	2	grav	20.10.2008	0.348835697	0.309680093	0.347540984	.
2009	112	1	6	15	2	3	4	2	2	2	grav	20.10.2008	0.327903958	0.252317963	0.282931848	.
2009	112	1	7	2	2	3	4	4	2	2	grav	20.10.2008	0.316050889	0.259822249	0.266312263	.
2009	112	1	8	5	2	3	1	2	3	2	grav	20.10.2008	0.285230024	0.252647115	0.270384276	.
2009	112	1	8	6	2	3	4	4	3	2	grav	20.10.2008	0.27755761	0.269441167	0.228229665	.
2009	112	1	8	8	2	3	5	4	3	2	grav	20.10.2008	0.310550342	0.265501691	0.259837887	.
2009	112	1	8	9	2	3	3	2	2	2	grav	20.10.2008	0.303538708	0.28624913	0.244014733	.
2009	112	1	8	10	2	3	5	4	2	2	grav	20.10.2008	0.305559495	0.259742647	0.250009889	.
2009	112	1	8	12	2	3	4	3	2	2	grav	20.10.2008	0.335977234	0.279462313	0.25231069	.
2009	112	1	8	15	2	3	1	1	2	2	grav	20.10.2008	0.301984366	0.244597624	0.230796391	.
2009	112	1	9	6	2	3	1	3	3	2	grav	20.10.2008	0.27767259	0.234982687	0.252921383	.
2009	112	1	9	12	2	3	1	1	3	2	grav	20.10.2008	0.290566038	0.265202703	0.245391856	.
2009	112	1	10	3	2	3	3	2	3	2	grav	20.10.2008	0.3277131	0.27963229	0.347652733	.
2009	112	1	10	4	2	3	1	1	3	2	grav	20.10.2008	0.30425984	0.249111069	0.265628175	.
2009	112	1	10	9	2	3	1	4	3	2	grav	20.10.2008	0.308837318	0.264799584	0.204336169	.
2009	112	1	10	14	2	3	3	4	3	2	grav	20.10.2008	0.317000426	0.277245207	0.236470927	.
2009	112	1	11	11	2	3	4	2	3	2	grav	20.10.2008	0.330208777	0.291239545	0.299043672	.
2009	112	1	11	13	2	3	4	3	3	2	grav	20.10.2008	0.305408886	0.257224635	0.246111217	.
2009	112	1	11	15	2	3	3	3	3	2	grav	20.10.2008	0.344789579	0.306845736	0.274977043	.
2009	112	1	12	1	2	3	4	2	4	2	grav	20.10.2008	0.323811554	0.264760613	0.304874122	.
2009	112	1	12	3	2	3	3	3	4	2	grav	20.10.2008	0.332012144	0.270894506	0.268811066	.
2009	112	1	12	9	2	3	5	4	4	2	grav	20.10.2008	0.317555634	0.287320261	0.240854624	.
2009	112	1	13	3	2	3	1	1	4	2	grav	20.10.2008	0.302439024	0.293005143	0.273945148	.
2009	112	1	13	7	2	3	3	4	4	2	grav	20.10.2008	0.309358368	0.228093373	0.241001535	.
2009	112	1	13	9	2	3	4	4	4	2	grav	20.10.2008	0.289039442	0.237268925	0.229337039	.
2009	112	1	13	11	2	3	1	4	4	2	grav	20.10.2008	0.279805195	0.251727895	0.263851099	.
2009	112	1	14	5	2	3	1	3	4	2	grav	20.10.2008	0.324799563	0.257588187	0.251723779	.
2009	112	1	14	7	2	3	3	2	4	2	grav	20.10.2008	0.321155943	0.284888007	0.21359213	.
2009	112	1	14	13	2	3	1	2	4	2	grav	20.10.2008	0.299145299	0.248312068	0.237782167	.
2009	112	1	15	6	2	3	4	3	4	2	grav	20.10.2008	0.266151535	0.230942641	0.262010617	.
2009	112	1	15	13	2	3	1	1	4	2	grav	20.10.2008	0.284190498	0.250754215	0.241932615	.
2009	112	1	1	1	1	1	1	2	1	1	grav	13.11.2008	0.274886731	0.228889666	0.241716053	.
2009	112	1	1	2	2	2	3	2	1	1	grav	13.11.2008	0.277395374	0.250512879	0.275748252	.
2009	112	1	1	3	3	2	1	1	1	1	grav	13.11.2008	0.294878049	0.282219074	0.262139091	.
2009	112	1	1	4	2	3	3	4	1	2	grav	13.11.2008	0.317048952	0.272322775	0.277885447	.
2009	112	1	1	5	1	1	3	2	1	1	grav	13.11.2008	0.283519034	0.259566131	0.245709131	.
2009	112	1	1	6	2	3	5	4	1	2	grav	13.11.2008	0.326086957	0.294523002	0.262239583	.
2009	112	1	1	7	3	3	1	4	1	1	grav	13.11.2008	0.278756088	0.248801909	0.244658899	.
2009	112	1	1	8	2	3	1	1	1	2	grav	13.11.2008	0.318910741	0.280218146	0.257138077	.
2009	112	1	1	9	3	2	1	3	1	1	grav	13.11.2008	0.297356118	0.259435849	0.253193773	.
2009	112	1	1	10	1	1	1	4	1	1	grav	13.11.2008	0.262781457	0.252439247	0.249105405	.
2009	112	1	1	11	3	2	1	4	1	1	grav	13.11.2008	0.315479379	0.273944037	0.233686751	.
2009	112	1	1	12	1	1	1	1	1	1	grav	13.11.2008	0.284006631	0.285647924	0.289275455	.
2009	112	1	1	13	3	3	5	4	1	1	grav	13.11.2008	0.317529997	0.277003589	0.287075084	.
2009	112	1	1	14	3	3	1	2	1	1	grav	13.11.2008	0.328516378	0.294713319	0.259066932	.
2009	112	1	1	15	1	1	5	4	1	1	grav	13.11.2008	0.270475654	0.232464513	0.20966313	.
2009	112	1	1	16	2	2	1	3	1	1	grav	13.11.2008	0.308682453	0.280422601	0.280018063	.
2009	112	1	2	1	3	2	5	4	1	1	grav	13.11.2008	0.292382104	0.266002968	0.235998746	.
2009	112	1	2	2	1	1	3	3	1	1	grav	13.11.2008	0.289888954	0.25494713	0.254252072	.
2009	112	1	2	3	3	2	4	2	1	1	grav	13.11.2008	0.339366516	0.297505397	0.272702974	.
2009	112	1	2	4	3	3	4	2	1	1	grav	13.11.2008	0.315638943	0.236839367	0.280176211	.
2009	112	1	2	5	1	1	4	2	1	1	grav	13.11.2008	0.28847388	0.259761747	0.210945274	.
2009	112	1	2	6	2	2	1	2	1	1	grav	13.11.2008	0.305087312	0.274031503	0.223779504	.
2009	112	1	2	7	2	2	4	3	1	1	grav	13.11.2008	0.32935266	0.296157852	0.285773761	.
2009	112	1	2	8	2	3	4	2	1	2	grav	13.11.2008	0.310172318	0.298657217	0.255583756	.
2009	112	1	2	9	2	3	1	2	1	2	grav	13.11.2008	0.284687857	0.320933241	0.270370737	.
2009	112	1	2	10	2	3	4	3	1	2	grav	13.11.2008	0.300835026	0.304734657	0.244876487	.
2009	112	1	2	11	2	2	1	1	1	1	grav	13.11.2008	0.317673025	0.248892803	0.245983577	.
2009	112	1	2	12	1	1	1	3	1	1	grav	13.11.2008	0.307607497	0.260860475	0.250922925	.
2009	112	1	2	13	2	2	3	4	1	1	grav	13.11.2008	0.336376869	0.27326282	0.248204225	.
2009	112	1	2	14	1	1	4	4	1	1	grav	13.11.2008	0.282861677	0.278343806	0.253392223	.
2009	112	1	2	15	3	3	1	1	1	1	grav	13.11.2008	0.29711823	0.328835119	0.303495727	.
2009	112	1	2	16	2	3	3	3	1	2	grav	13.11.2008	0.314676194	0.294435534	0.260387423	.
2009	112	1	3	1	2	2	4	4	1	1	grav	17.11.2008	0.361050921	0.285374102	0.293830104	.
2009	112	1	3	2	1	1	1	1	1	1	grav	17.11.2008	0.293125479	0.282882883	0.259738267	.
2009	112	1	3	3	3	2	3	2	1	1	grav	17.11.2008	0.330025262	0.298997661	0.284454041	.
2009	112	1	3	4	2	2	1	1	1	1	grav	17.11.2008	0.33030507	0.294408456	0.290122967	.
2009	112	1	3	5	2	3	1	3	1	2	grav	17.11.2008	0.26912982	0.279504993	0.3	.
2009	112	1	3	6	3	2	3	3	1	1	grav	17.11.2008	0.304025545	0.274420168	0.298904286	.
2009	112	1	3	7	1	1	3	4	1	1	grav	17.11.2008	0.301633092	0.282922502	0.26946206	.
2009	112	1	3	8	3	2	4	3	1	1	grav	17.11.2008	0.319388074	0.282332527	0.202238217	.
2009	112	1	3	9	2	2	5	4	1	1	grav	17.11.2008	0.341629167	0.297724399	0.258654347	.
2009	112	1	3	10	3	3	3	3	1	1	grav	17.11.2008	0.326120135	0.283588509	0.23066856	.
2009	112	1	3	11	3	2	3	4	1	1	grav	17.11.2008	0.306958576	0.294894595	0.243905473	.
2009	112	1	3	12	2	2	1	4	1	1	grav	17.11.2008	0.310757946	0.255792174	0.251018756	.
2009	112	1	3	13	3	3	1	1	1	1	grav	17.11.2008	0.270616642	0.313243171	0.258983218	.
2009	112	1	3	14	2	3	3	2	1	2	grav	17.11.2008	0.34154386	0.284096973	0.261596575	.
2009	112	1	3	15	3	2	1	2	1	1	grav	17.11.2008	0.314631374	0.269932027	0.265875638	.
2009	112	1	3	16	1	1	4	3	1	1	grav	17.11.2008	0.314607893	0.274343565	0.214937844	.
2009	112	1	4	1	3	2	5	4	2	1	grav	17.11.2008	0.346685645	0.298439732	0.30210515	.
2009	112	1	4	2	2	2	5	4	2	1	grav	17.11.2008	0.317500371	0.297614119	0.262417154	.
2009	112	1	4	3	2	2	3	4	2	1	grav	17.11.2008	0.293748462	0.239261587	0.186346323	.
2009	112	1	4	4	1	1	1	2	2	1	grav	17.11.2008	0.295209111	0.254422687	0.217879282	.
2009	112	1	4	5	2	3	1	4	1	2	grav	17.11.2008	0.308934708	0.291330821	0.28529809	.
2009	112	1	4	6	3	3	1	3	1	1	grav	17.11.2008	0.295160011	0.266684932	0.195821421	.
2009	112	1	4	7	2	2	4	2	1	1	grav	17.11.2008	0.312973246	0.269591671	0.211270613	.
2009	112	1	4	8	3	3	4	3	1	1	grav	17.11.2008	0.278769712	0.26031479	0.22797542	.
2009	112	1	4	9	2	3	4	4	1	2	grav	17.11.2008	0.30731734	0.248039789	0.183589094	.
2009	112	1	4	10	3	3	4	4	1	1	grav	17.11.2008	0.324000384	0.28146506	0.256472505	.
2009	112	1	4	11	3	3	3	2	1	1	grav	17.11.2008	0.31041818	0.276979987	0.250174825	.
2009	112	1	4	12	3	2	1	1	1	1	grav	17.11.2008	0.327304722	0.266193772	0.298160837	.
2009	112	1	4	13	3	3	3	4	1	1	grav	17.11.2008	0.325075556	0.273765328	0.304728086	.
2009	112	1	4	14	2	3	1	1	1	2	grav	17.11.2008	0.317071191	0.285636314	0.237403365	.
2009	112	1	4	15	3	2	4	4	1	1	grav	17.11.2008	0.344151323	0.296064498	0.253687658	.
2009	112	1	4	16	2	2	3	3	1	1	grav	17.11.2008	0.318345823	0.299032389	0.24944082	.
2009	112	1	5	1	3	3	4	4	2	1	grav	17.11.2008	0.308087731	0.262927711	0.260064777	.
2009	112	1	5	2	3	3	1	1	2	1	grav	17.11.2008	0.297154084	0.258300346	0.253139734	.
2009	112	1	5	3	1	1	5	4	2	1	grav	17.11.2008	0.249389456	0.208938671	0.208240109	.
2009	112	1	5	4	2	2	3	2	2	1	grav	17.11.2008	0.319192751	0.231256757	0.256835178	.
2009	112	1	5	6	2	3	1	4	2	2	grav	17.11.2008	0.31310641	0.273651029	0.238491602	.
2009	112	1	5	7	3	2	1	4	2	1	grav	17.11.2008	0.292958616	0.25645508	0.24990525	.
2009	112	1	5	8	3	2	4	3	2	1	grav	17.11.2008	0.316768215	0.288624487	0.288514155	.
2009	112	1	5	9	2	3	1	2	2	2	grav	17.11.2008	0.304867422	0.259699248	0.241076389	.
2009	112	1	5	10	2	2	1	1	2	1	grav	17.11.2008	0.318913216	0.255010152	0.242789277	.
2009	112	1	5	11	2	2	4	4	2	1	grav	17.11.2008	0.3316956	0.298564765	0.245017052	.
2009	112	1	5	12	1	1	3	3	2	1	grav	17.11.2008	0.294817768	0.260979878	0.279801071	.
2009	112	1	5	13	2	2	4	3	2	1	grav	17.11.2008	0.334876543	0.30615688	0.328951684	.
2009	112	1	5	14	1	1	4	2	2	1	grav	17.11.2008	0.310668527	0.300597561	0.336265321	.
2009	112	1	5	15	1	1	1	1	2	1	grav	17.11.2008	0.348051556	0.30074729	0.29252816	.
2009	112	1	5	16	3	2	1	2	2	1	grav	17.11.2008	0.368916519	0.314545455	0.29261202	.
2009	112	1	6	1	3	2	4	2	2	1	grav	17.11.2008	0.329614781	0.294218501	0.255910756	.
2009	112	1	6	2	3	2	4	4	2	1	grav	17.11.2008	0.318637771	0.267182363	0.238154292	.
2009	112	1	6	3	3	2	1	1	2	1	grav	17.11.2008	0.308197336	0.244086619	0.242882933	.
2009	112	1	6	4	3	3	3	3	2	1	grav	17.11.2008	0.276737266	0.24031769	0.226495726	.
2009	112	1	6	5	2	2	1	4	2	1	grav	17.11.2008	0.278636161	0.241182254	0.272368421	.
2009	112	1	6	6	2	3	3	3	2	2	grav	17.11.2008	0.322772829	0.285946762	0.235982237	.
2009	112	1	6	7	3	3	3	4	2	1	grav	17.11.2008	0.2932262	0.241563073	0.232254244	.
2009	112	1	6	8	2	2	1	2	2	1	grav	17.11.2008	0.303616273	0.247436182	0.243293018	.
2009	112	1	6	9	2	3	3	4	2	2	grav	17.11.2008	0.286261261	0.265287387	0.252922807	.
2009	112	1	6	10	1	1	4	3	2	1	grav	17.11.2008	0.299242902	0.267881024	0.273102692	.
2009	112	1	6	11	3	3	1	2	2	1	grav	17.11.2008	0.292420375	0.265177288	0.2420264	.
2009	112	1	6	12	2	2	1	3	2	1	grav	17.11.2008	0.346180277	0.293492664	0.27357192	.
2009	112	1	6	13	2	3	1	3	2	2	grav	17.11.2008	0.363295231	0.318641483	0.333296983	.
2009	112	1	6	14	1	1	1	3	2	1	grav	17.11.2008	0.293976225	0.261750027	0.245134622	.
2009	112	1	6	15	2	3	4	2	2	2	grav	17.11.2008	0.341275826	0.276707753	0.284379968	.
2009	112	1	6	16	2	2	4	2	2	1	grav	17.11.2008	0.350534539	0.351125051	0.296846564	.
2009	112	1	7	1	1	1	4	4	2	1	grav	17.11.2008	0.299419294	0.248718666	0.244450076	.
2009	112	1	7	2	2	3	4	4	2	2	grav	17.11.2008	0.30615526	0.27027727	0.257297988	.
2009	112	1	7	3	1	1	3	4	2	1	grav	17.11.2008	0.267807929	0.229852453	0.298620161	.
2009	112	1	7	4	2	2	1	1	2	1	grav	17.11.2008	0.324539363	0.237916733	0.233450945	.
2009	112	1	7	5	3	2	3	3	2	1	grav	17.11.2008	0.308229321	0.26309787	0.266649727	.
2009	112	1	7	6	2	2	3	3	2	1	grav	17.11.2008	0.310813343	0.258700237	0.241684234	.
2009	112	1	7	7	3	2	3	4	2	1	grav	17.11.2008	0.314128547	0.271264899	0.25785494	.
2009	112	1	7	8	3	3	1	3	2	1	grav	17.11.2008	0.326659642	0.280319506	0.256556373	.
2009	112	1	7	9	1	1	1	1	2	1	grav	17.11.2008	0.282318326	0.244846546	0.224144104	.
2009	112	1	7	10	1	1	3	2	2	1	grav	17.11.2008	0.291706539	0.268610335	0.288698123	.
2009	112	1	7	11	3	3	4	2	2	1	grav	17.11.2008	0.32456687	0.286616078	0.271304348	.
2009	112	1	7	12	3	3	1	1	2	1	grav	17.11.2008	0.34350288	0.31129957	0.320368787	.
2009	112	1	7	13	3	2	3	2	2	1	grav	17.11.2008	0.348861555	0.330188872	0.392505543	.
2009	112	1	7	14	1	1	1	4	2	1	grav	17.11.2008	0.283445621	0.257423423	0.265545642	.
2009	112	1	7	15	3	3	1	4	2	1	grav	17.11.2008	0.365348924	0.322554712	0.297984441	.
2009	112	1	7	16	3	3	5	4	2	1	grav	17.11.2008	0.365601966	0.292789059	0.28833502	.
2009	112	1	8	1	3	3	1	4	3	1	grav	17.11.2008	0.308208092	0.280467216	0.24213198	.
2009	112	1	8	2	2	2	1	1	3	1	grav	17.11.2008	0.323368528	0.298074881	0.270358456	.
2009	112	1	8	3	3	3	4	2	3	1	grav	17.11.2008	0.30794702	0.269597787	0.264445923	.
2009	112	1	8	4	1	1	4	2	3	1	grav	17.11.2008	0.275609483	0.259638243	0.214180185	.
2009	112	1	8	5	2	3	1	2	3	2	grav	17.11.2008	0.294530734	0.253334285	0.245267919	.
2009	112	1	8	6	2	3	4	4	3	2	grav	17.11.2008	0.291887977	0.272863726	0.203360502	.
2009	112	1	8	7	3	2	1	1	3	1	grav	17.11.2008	0.303974314	0.286769377	0.269417874	.
2009	112	1	8	8	2	3	5	4	3	2	grav	17.11.2008	0.327094886	0.244457753	0.245417293	.
2009	112	1	8	9	2	3	3	2	2	2	grav	18.11.2008	0.306642599	0.241735931	0.271564537	.
2009	112	1	8	10	2	3	5	4	2	2	grav	18.11.2008	0.317715959	0.249860939	0.255721605	.
2009	112	1	8	11	3	3	3	2	2	1	grav	18.11.2008	0.284738577	0.290936658	0.275392157	.
2009	112	1	8	12	2	3	4	3	2	2	grav	18.11.2008	0.347266675	0.290916415	0.261131387	.
2009	112	1	8	13	3	2	1	3	2	1	grav	18.11.2008	0.295752089	0.24084372	0.240187266	.
2009	112	1	8	14	3	2	1	1	2	1	grav	18.11.2008	0.297944444	0.324147217	0.240548628	.
2009	112	1	8	15	2	3	1	1	2	2	grav	18.11.2008	0.336842105	0.269639889	0.219965841	.
2009	112	1	8	16	3	3	4	3	2	1	grav	18.11.2008	0.365706447	0.279249012	0.230738786	.
2009	112	1	9	1	3	3	5	4	3	1	grav	18.11.2008	0.331475904	0.285163265	0.293137066	.
2009	112	1	9	2	2	2	5	4	3	1	grav	18.11.2008	0.360621387	0.291640867	0.310814503	.
