TAG;Datum;ZEIT;RAIN;GLOBRAD;Rn;Tempera;LFrel;U;WINDRICHTU;pETP;Mod;Diff
193;12.07.1995;400;0;0.412;-31.15;15.09;96.7;2.745;56.52;-0.02;-18.74044;12.40956
193;12.07.1995;500;0;14.47;-20.83;14.38;97.4;1.617;47.8;-0.01;-9.8839;10.9461
193;12.07.1995;600;0;81.4;23.18;14.56;96.5;2.022;46.44;0.03;32.282;9.102
193;12.07.1995;700;0;107.3;60.76;14.94;95.9;2.919;60.66;0.07;48.599;12.161
193;12.07.1995;800;0;150.2;91.6;15.68;95.5;2.568;56.8;0.09;75.626;15.974
193;12.07.1995;900;0;249.5;153.5;16.79;94.3;2.67;58.13;0.16;138.185;15.315
193;12.07.1995;1000;0;531.7;330.5;19.28;86.5;3.163;65.56;0.37;315.971;14.529
193;12.07.1995;1100;0;682.5;414.3;21.4;80.5;3.275;64.05;0.49;410.975;3.325
193;12.07.1995;1200;0;723;427.9;23.06;76.6;3.655;65.07;0.54;436.49;8.59
193;12.07.1995;1300;0;748;429.3;24.43;75.1;3.631;57.04;0.55;452.24;22.94
193;12.07.1995;1400;0;728;410.3;25.06;72.7;3.978;66.02;0.56;439.64;29.34
193;12.07.1995;1500;0;659.5;368.1;25.84;70.3;4.117;64.4;0.53;396.485;28.385
193;12.07.1995;1600;0;555.4;309.7;26.58;67.93;4.275;73.5;0.49;330.902;21.202
193;12.07.1995;1700;0;442.2;237.9;27.04;67.37;4.189;84.2;0.42;259.586;21.686
193;12.07.1995;1800;0;305;147.3;27.09;66.47;3.909;90;0.31;173.15;25.85
193;12.07.1995;1900;0;161.9;56.05;26.74;69.63;2.695;86.2;0.15;82.997;26.947
193;12.07.1995;2000;0;29.38;-13.22;25.39;75.6;1.798;87;0.03;-0.4906;12.7294
193;12.07.1995;2100;0;6.668;-25.33;24.31;79.1;1.277;45.99;0;-14.79916;10.53084
193;12.07.1995;2200;0;0.143;-20.15;22.45;87;0.604;262.5;-0.01;-18.90991;1.24009
193;12.07.1995;2300;0;0;-22.89;21.27;92.7;1.141;194.2;-0.01;-19;3.89
194;13.07.1995;0;0;0;-23.71;20.89;92.8;0.807;205.5;-0.02;-19;4.71
194;13.07.1995;100;0;0.016;-23.96;20.42;94.6;1.233;51.05;-0.02;-18.98992;4.97008
194;13.07.1995;200;0;0.016;-21.07;19.17;96.9;1.352;118.9;-0.02;-18.98992;2.08008
194;13.07.1995;300;0;0;-19.87;19.13;96.4;1.084;89.8;-0.02;-19;0.87
194;13.07.1995;400;0;0.374;-20.21;18.66;98.2;1.784;47.9;-0.02;-18.76438;1.44562
194;13.07.1995;500;0;12.45;-10.9;18.38;99.1;1.667;58.7;-0.01;-11.1565;0.2565
194;13.07.1995;600;0;73;29.79;18.67;99.2;1.383;114.9;0.03;26.99;2.8
194;13.07.1995;700;0;181;96.9;19.75;96.5;1.369;96.6;0.1;95.03;1.87
194;13.07.1995;800;0;302.7;178.7;21.5;90.4;1.362;68.53;0.2;171.701;6.999
194;13.07.1995;900;0;442.3;267;22.91;84.7;1.248;96.8;0.3;259.649;7.351
194;13.07.1995;1000;0;564.1;340.8;24.2;81.7;1.768;89;0.4;336.383;4.417
194;13.07.1995;1100;0;653.3;384.4;25.81;78.3;2.294;85.8;0.47;392.579;8.179
194;13.07.1995;1200;0;703;406.7;27.11;74.1;2.97;83.3;0.54;423.89;17.19
194;13.07.1995;1300;0;733;414.1;28.24;69.86;3.147;91.1;0.57;442.79;28.69
194;13.07.1995;1400;0;708;389.6;29.42;63.57;2.75;106;0.56;427.04;37.44
194;13.07.1995;1500;0;548.4;296.2;29.45;64.55;3.027;126.5;0.46;326.492;30.292
194;13.07.1995;1600;0;233.9;103.7;27.6;68.86;2.767;190.7;0.21;128.357;24.657
194;13.07.1995;1700;0;96;27.16;24.35;82.8;1.605;211.5;0.06;41.48;14.32
194;13.07.1995;1800;0;165.1;73.9;24.63;87;1.767;190.3;0.1;85.013;11.113
194;13.07.1995;1900;0;140.1;52.74;25.4;84.7;1.325;154.4;0.08;69.263;16.523
194;13.07.1995;2000;0;33.05;-8.14;24.11;89.3;1.169;169.6;0;1.8215;9.9615
194;13.07.1995;2100;0;4.139;-24.08;22.4;87.9;1.219;139.4;-0.01;-16.39243;7.68757
194;13.07.1995;2200;0;0.066;-23.16;21.52;90.9;1.389;183.1;-0.01;-18.95842;4.20158
194;13.07.1995;2300;0;0.016;-25.72;20.37;95.3;1.077;173.9;-0.02;-18.98992;6.73008
195;14.07.1995;0;0;0.011;-20.69;19.22;98.2;1.192;192.2;-0.02;-18.99307;1.69693
195;14.07.1995;100;0;0.005;-16.84;18.74;99.3;1.593;192.3;-0.02;-18.99685;2.15685
195;14.07.1995;200;0;0.005;-11.36;18.65;101.1;1.582;194.3;-0.01;-18.99685;7.63685
195;14.07.1995;300;0;0.005;-10.4;18.67;101;1.51;174;-0.01;-18.99685;8.59685
195;14.07.1995;400;0;0.077;-9.21;18.92;100;1.715;186.5;-0.01;-18.95149;9.74149
195;14.07.1995;500;0;2.5;-7.56;18.98;99.4;1.057;203.8;-0.01;-17.425;9.865
195;14.07.1995;600;0;13.61;-0.918;19.11;99.8;0.811;234.6;0;-10.4257;9.5077
195;14.07.1995;700;0;74.6;37.85;19.59;100;0.857;271.3;0.04;27.998;9.852
195;14.07.1995;800;0;77.2;44.95;20.49;97.4;2.001;294.2;0.05;29.636;15.314
195;14.07.1995;900;0;310.3;193.4;21.23;92.8;3.596;287.3;0.22;176.489;16.911
195;14.07.1995;1000;0;324.6;191.3;21.45;91.6;3.835;278.7;0.23;185.498;5.802
195;14.07.1995;1100;0;377.5;221.5;21.92;90.1;3.227;287.6;0.26;218.825;2.675
195;14.07.1995;1200;0;577.7;342.4;22.94;85.9;3.073;272.9;0.4;344.951;2.551
195;14.07.1995;1300;0;628.5;357.5;23.92;79.9;3.022;301.3;0.44;376.955;19.455
195;14.07.1995;1400;0;418.8;238;24.38;77.1;2.25;300.9;0.31;244.844;6.844
195;14.07.1995;1500;0;291.8;156.7;24.8;76.1;1.792;269.1;0.21;164.834;8.134
195;14.07.1995;1600;0;390.9;216.8;25.38;73.6;2.946;292.6;0.32;227.267;10.467
195;14.07.1995;1700;0;313.7;163.9;25.37;73.7;2.946;305.5;0.26;178.631;14.731
195;14.07.1995;1800;0;269.9;131.7;25.52;72.1;2.763;302;0.23;151.037;19.337
195;14.07.1995;1900;0;146;50.96;25.21;73.6;2.028;302.8;0.11;72.98;22.02
195;14.07.1995;2000;0;51.41;-5.794;24.25;80.7;0.843;141;0.01;13.3883;19.1823
195;14.07.1995;2100;0;6.136;-27.67;22.87;85.6;0.538;126.7;-0.02;-15.13432;12.53568
195;14.07.1995;2200;0;0.126;-19.78;20.36;94.5;0.365;29.78;-0.02;-18.92062;0.85938
195;14.07.1995;2300;0;0.022;-12.72;18.41;99.2;0.511;178.6;-0.01;-18.98614;6.26614
196;15.07.1995;0;0;0.005;-9.08;17.39;101.1;0.551;148.1;-0.01;-18.99685;9.91685
196;15.07.1995;100;0;0;-8.03;16.94;102;0.313;153.1;-0.01;-19;10.97
196;15.07.1995;200;0;0.005;-7.38;16.51;102.6;0.373;153.1;-0.01;-18.99685;11.61685
196;15.07.1995;300;0;0.027;-6.835;15.43;102.9;0.468;153.8;-0.01;-18.98299;12.14799
196;15.07.1995;400;0;0.242;-6.821;15.23;103.3;0.457;169.4;-0.01;-18.84754;12.02654
196;15.07.1995;500;0;7.25;-1.042;15.53;103.6;0.419;164.4;0;-14.4325;13.3905
196;15.07.1995;600;0;54.24;35.16;16.26;103.8;0.677;119.6;0.03;15.1712;19.9888
196;15.07.1995;700;0;151.5;91.8;17.4;104;0.887;132.1;0.08;76.445;15.355
196;15.07.1995;800;0;215.6;116.3;19.11;103.5;1.433;115.4;0.11;116.828;0.528
196;15.07.1995;900;0;419.7;253.4;22.07;93.2;1.92;108;0.27;245.411;7.989
196;15.07.1995;1000;0;550.6;336.9;24.77;81.2;2.365;101.7;0.41;327.878;9.022
196;15.07.1995;1100;0;648.4;384.5;26.55;73.2;2.466;121.3;0.5;389.492;4.992
196;15.07.1995;1200;0;681.4;391.4;27.76;68.62;2.375;124.4;0.52;410.282;18.882
196;15.07.1995;1300;0;723;408.4;28.78;64.59;2.282;97.6;0.55;436.49;28.09
196;15.07.1995;1400;0;175.4;69.28;28.02;67.48;1.283;120.1;0.12;91.502;22.222
196;15.07.1995;1500;0.796;20.13;-9.55;25.06;79.6;2.825;168;0.05;-6.3181;3.2319
196;15.07.1995;1600;11.54;12.15;0.744;17.95;99.9;3.972;231;0;-11.3455;12.0895
196;15.07.1995;1700;0;94.7;56.84;18.4;100.8;2.364;165;0.05;40.661;16.179
196;15.07.1995;1800;0.199;68.7;37.18;18.59;101.1;2.325;156.5;0.03;24.281;12.899
196;15.07.1995;1900;0;43.76;21.26;18.84;100.4;2.772;183.5;0.02;8.5688;12.6912
196;15.07.1995;2000;0;8.26;-6.061;18.94;100.6;2.314;229.5;-0.01;-13.7962;7.7352
196;15.07.1995;2100;0.597;1.082;-9.37;18.59;101.1;2.166;212.1;-0.01;-18.31834;8.94834
196;15.07.1995;2200;0.199;0;-11.36;18.16;101.4;1.484;220.7;-0.01;-19;7.64
196;15.07.1995;2300;0;0;-10.61;18.11;101.2;1.498;192.2;-0.01;-19;8.39
197;16.07.1995;0;0.398;0;-10.15;17.98;101.7;1.193;185.7;-0.01;-19;8.85
197;16.07.1995;100;0;0;-10.13;17.76;102.5;2.243;216.2;-0.01;-19;8.87
197;16.07.1995;200;0;0.005;-6.9;17.93;102.8;1.275;222.3;-0.01;-18.99685;12.09685
197;16.07.1995;300;0;0;-9.81;17.64;102.8;1.084;158.5;-0.01;-19;9.19
197;16.07.1995;400;0;0.027;-9.07;17.5;102.8;0.736;144;-0.01;-18.98299;9.91299
197;16.07.1995;500;0;5.77;-5.436;17.35;102.6;1.34;168.7;-0.01;-15.3649;9.9289
197;16.07.1995;600;0;36.21;16.56;17.65;102.6;1.022;158.4;0.01;3.8123;12.7477
197;16.07.1995;700;0;131;82.8;18.18;101.9;1.356;149.5;0.08;63.53;19.27
197;16.07.1995;800;0;307.3;214.2;19.65;97.1;2.174;166.7;0.22;174.599;39.601
197;16.07.1995;900;0;423.7;306.9;20.93;92.4;2.927;175;0.33;247.931;58.969
197;16.07.1995;1000;0;587.7;436.3;22.12;87;3.167;168.8;0.49;351.251;85.049
197;16.07.1995;1100;0;689;504;23.4;80.3;2.834;182.5;0.59;415.07;88.93
197;16.07.1995;1200;0.398;503.2;348.3;24.02;75.3;2.435;176.6;0.43;298.016;50.284
197;16.07.1995;1300;10.15;289.5;199.6;20.66;86.1;3.361;224.5;0.25;163.385;36.215
197;16.07.1995;1400;0.199;317;218.1;18.89;96.5;1.44;179.3;0.22;180.71;37.39
197;16.07.1995;1500;0;545;376.6;21.21;83.8;1.585;132.8;0.41;324.35;52.25
197;16.07.1995;1600;0;572.1;389.9;23.71;74.8;2.215;196.7;0.47;341.423;48.477
197;16.07.1995;1700;0;408.3;273.1;24.51;65.33;2.871;244.5;0.4;238.229;34.871
197;16.07.1995;1800;0;331.6;207.7;24.59;61.77;3.022;244.4;0.35;189.908;17.792
197;16.07.1995;1900;0;192.4;90.8;24.53;63.41;1.588;219.4;0.16;102.212;11.412
197;16.07.1995;2000;0;43.84;-4.826;22.89;76.3;0.968;150.2;0.02;8.6192;13.4452
197;16.07.1995;2100;0;4.753;-37.84;20.48;85.8;1.34;110.6;-0.02;-16.00561;21.83439
197;16.07.1995;2200;0;0.016;-34.34;19.03;92.1;1.168;115;-0.02;-18.98992;15.35008
197;16.07.1995;2300;0;-0.005;-32.1;17.98;94.9;1.661;129;-0.02;-19.00315;13.09685
198;17.07.1995;0;0;-0.011;-27.89;17.2;97.3;1.464;127.9;-0.02;-19.00693;8.88307
198;17.07.1995;100;0;-0.055;-22.58;16.68;98.1;0.94;176.9;-0.02;-19.03465;3.54535
198;17.07.1995;200;0;-0.027;-12.43;16.89;97.1;2.519;221.5;-0.01;-19.01701;6.58701
198;17.07.1995;300;0.398;-0.027;-14.46;17.41;92.1;2.382;252.3;0;-19.01701;4.55701
198;17.07.1995;400;1.194;0.016;-11.06;16.34;99.3;1.052;100;-0.01;-18.98992;7.92992
198;17.07.1995;500;0;2.198;-10.31;16.11;101.6;1.558;122.7;-0.01;-17.61526;7.30526
198;17.07.1995;600;0;29.99;5.866;16.36;101.2;1.235;138.7;0;-0.1063;5.9723
198;17.07.1995;700;0;125.4;57.81;17.14;99.7;1.702;169.9;0.06;60.002;2.192
198;17.07.1995;800;0;299;197.8;18.58;95.2;3.133;206.4;0.21;169.37;28.43
198;17.07.1995;900;0;280.2;187.5;18.69;94;3.025;221.4;0.2;157.526;29.974
198;17.07.1995;1000;0.199;196.2;127.4;18.77;94.1;3.123;217.4;0.14;104.606;22.794
198;17.07.1995;1100;0;321.1;225.6;19.31;92.3;3.246;237;0.25;183.293;42.307
198;17.07.1995;1200;0.398;344.5;237;19.62;89.6;4.136;238.5;0.28;198.035;38.965
198;17.07.1995;1300;0;437.1;307.1;19.64;88.8;4.799;256.3;0.36;256.373;50.727
198;17.07.1995;1400;0;642.6;443.3;20.9;76.5;5.352;266.1;0.57;385.838;57.462
198;17.07.1995;1500;0;287.6;194.7;20.86;71.3;4.449;265.1;0.32;162.188;32.512
198;17.07.1995;1600;0;424.8;287.1;21.54;68.33;4.442;253.1;0.44;248.624;38.476
198;17.07.1995;1700;0;317.3;215.2;21.82;67.48;4.337;257.9;0.36;180.899;34.301
198;17.07.1995;1800;3.98;51.41;24.99;18.18;90;3.939;264.8;0.06;13.3883;11.6017
198;17.07.1995;1900;0.199;128.9;66.85;18.23;94;2.682;246.6;0.08;62.207;4.643
198;17.07.1995;2000;0;70.1;10.19;17.91;92.7;2.994;236.7;0.03;25.163;14.973
198;17.07.1995;2100;0;5.515;-30.65;17.03;93.1;2.562;246.2;-0.01;-15.52555;15.12445
198;17.07.1995;2200;0;-0.011;-21.96;16.48;94.9;2.324;240.6;-0.01;-19.00693;2.95307
198;17.07.1995;2300;0;-0.066;-21.04;16.02;97.3;1.325;234.2;-0.02;-19.04158;1.99842
199;18.07.1995;0;0;-0.027;-19.81;15.41;99.2;1.245;195.8;-0.02;-19.01701;0.79299
199;18.07.1995;100;0;-0.044;-15.32;15.6;99.3;1.755;216.9;-0.01;-19.02772;3.70772
199;18.07.1995;200;0;-0.011;-24.72;14.98;99.9;1.187;183.4;-0.02;-19.00693;5.71307
199;18.07.1995;300;0;-0.049;-15.77;15.21;100.3;2.127;208.2;-0.01;-19.03087;3.26087
199;18.07.1995;400;0;0.126;-17.43;14.49;100.9;1.293;183.6;-0.02;-18.92062;1.49062
199;18.07.1995;500;0;7.9;-4.686;14.3;101.6;1.809;158.3;-0.01;-14.023;9.337
199;18.07.1995;600;0;102.9;54.12;15.27;99.6;2.524;194.6;0.05;45.827;8.293
199;18.07.1995;700;0;201.1;124;16.4;96.4;3.447;207.4;0.13;107.693;16.307
199;18.07.1995;800;0;274.5;191.6;17.47;92.6;3.08;214.3;0.2;153.935;37.665
199;18.07.1995;900;0;328;233.4;18.24;88.5;3.369;216.3;0.26;187.64;45.76
199;18.07.1995;1000;0;458.1;329.3;19.24;83;3.22;222.8;0.38;269.603;59.697
199;18.07.1995;1100;0;482.4;346.3;20.16;75.6;3.096;255.4;0.42;284.912;61.388
199;18.07.1995;1200;0;638.5;442.8;21.03;70.6;3.059;240.2;0.54;383.255;59.545
199;18.07.1995;1300;0;483.6;329.9;21.74;66.83;4.183;230.6;0.48;285.668;44.232
199;18.07.1995;1400;0;145.3;82.8;19.34;81.3;3.312;263.4;0.14;72.539;10.261
199;18.07.1995;1500;0;336.4;226;19.72;79.2;1.794;252.2;0.26;192.932;33.068
199;18.07.1995;1600;0;165.2;107.6;20.32;79.6;2.334;219.7;0.15;85.076;22.524
199;18.07.1995;1700;0.199;359.5;235.1;20.5;78.7;2.643;260.2;0.29;207.485;27.615
199;18.07.1995;1800;0;210.8;125.1;21.19;72.9;3.46;246.3;0.22;113.804;11.296
199;18.07.1995;1900;0;94.8;38.74;20.2;79.6;1.944;237;0.08;40.724;1.984
199;18.07.1995;2000;0;30.89;1.551;19.06;85.5;2.122;252.1;0.03;0.4607;1.0903
199;18.07.1995;2100;0;0.873;-14.37;17.6;91.5;1.427;261.4;0;-18.45001;4.08001
199;18.07.1995;2200;0;-0.005;-19.68;16.55;97.6;1.476;170.2;-0.02;-19.00315;0.67685
199;18.07.1995;2300;0;-0.033;-19.29;16.2;98.3;1.211;169.9;-0.02;-19.02079;0.26921
200;19.07.1995;0;0;-0.06;-15.94;15.97;98.9;1.373;171.8;-0.01;-19.0378;3.0978
200;19.07.1995;100;0;-0.016;-16.39;15.86;98.9;1.523;177.5;-0.01;-19.01008;2.62008
200;19.07.1995;200;0;-0.033;-13.99;15.56;99.8;1.49;206.9;-0.01;-19.02079;5.03079
200;19.07.1995;300;0;-0.055;-10.97;15.69;99.8;1.791;194.5;-0.01;-19.03465;8.06465
200;19.07.1995;400;0;0.027;-13.28;15.7;99.5;1.948;184.9;-0.01;-18.98299;5.70299
200;19.07.1995;500;0;4.051;-9.98;15.53;100.5;1.186;165.8;-0.01;-16.44787;6.46787
200;19.07.1995;600;0;30.15;11.11;15.83;99.3;1.587;186;0.01;-0.0055;11.1155
200;19.07.1995;700;0;57.68;30.28;16.3;97.7;1.927;179.5;0.03;17.3384;12.9416
200;19.07.1995;800;0;114.7;71.2;16.94;96.7;2.072;192.5;0.07;53.261;17.939
200;19.07.1995;900;0;211.4;147.6;17.94;93.3;2.778;197.6;0.16;114.182;33.418
200;19.07.1995;1000;0;272.9;191.3;18.53;91.1;3.714;196.8;0.22;152.927;38.373
200;19.07.1995;1100;0;372.7;258.4;19.63;86;4.129;215.6;0.31;215.801;42.599
200;19.07.1995;1200;0;394.7;273.8;20.23;83.9;3.692;210.2;0.33;229.661;44.139
200;19.07.1995;1300;0.199;273.9;181.8;20.45;82.4;3.974;227.2;0.25;153.557;28.243
200;19.07.1995;1400;0.597;250;172.4;18.56;96;4.202;221.2;0.18;138.5;33.9
200;19.07.1995;1500;0;176.8;112.1;19.22;88.5;4.753;239.2;0.16;92.384;19.716
200;19.07.1995;1600;0;94.2;54.85;18.19;89.9;3.808;235.9;0.09;40.346;14.504
200;19.07.1995;1700;0;111.7;68.94;17.29;93;4.448;243.3;0.09;51.371;17.569
200;19.07.1995;1800;0;62.8;36.66;17.36;95.2;3.781;228.1;0.05;20.564;16.096
200;19.07.1995;1900;0.199;15.41;4.175;16.54;99.5;3.795;216.8;0.01;-9.2917;13.4667
200;19.07.1995;2000;0;10.78;1.69;16.72;99.1;4.26;218.8;0.01;-12.2086;13.8986
200;19.07.1995;2100;0;2.11;-3.862;17.06;98.5;4.419;222.8;0;-17.6707;13.8087
200;19.07.1995;2200;0;0;-4.168;17.52;97.8;4.238;224.9;0;-19;14.832
200;19.07.1995;2300;0;0.005;-4.598;17.35;100.5;3.684;222.6;-0.01;-18.99685;14.39885
201;20.07.1995;0;0;0.016;-4.576;17.92;99.4;4.151;233.7;0;-18.98992;14.41392
201;20.07.1995;100;0;-0.044;-3.308;18.21;99.2;4.011;235.2;0;-19.02772;15.71972
201;20.07.1995;200;0;0.011;-6.929;18.27;99.5;3.578;235.8;-0.01;-18.99307;12.06407
201;20.07.1995;300;0;-0.011;-5.625;18.33;99.3;3.217;234;0;-19.00693;13.38193
201;20.07.1995;400;0;0.011;-1.581;18.55;99.1;3.385;237;0;-18.99307;17.41207
201;20.07.1995;500;0;2.428;-0.962;18.65;99.1;3.333;236.3;0;-17.47036;16.50836
201;20.07.1995;600;0;46.57;23.37;18.76;99.1;3.311;231.2;0.03;10.3391;13.0309
201;20.07.1995;700;0;108.3;68.38;19.26;95.9;3.33;260;0.08;49.229;19.151
201;20.07.1995;800;0;164.4;116.5;19.92;92.4;3.76;273.4;0.14;84.572;31.928
201;20.07.1995;900;0;291;204.7;20.43;88.6;4.341;278.8;0.25;164.33;40.37
201;20.07.1995;1000;0;518.4;367.3;21.51;82.8;4.956;285.8;0.46;307.592;59.708
201;20.07.1995;1100;0;542.8;396.2;22.37;77.6;5.114;276.6;0.53;322.964;73.236
201;20.07.1995;1200;0;701;472.4;23.43;70.8;4.759;278.4;0.64;422.63;49.77
201;20.07.1995;1300;0;774;511.7;24.46;64.77;4.963;275.9;0.73;468.62;43.08
201;20.07.1995;1400;0;656.4;398;24.76;62.23;4.973;274.6;0.63;394.532;3.468
201;20.07.1995;1500;0;681.2;412;25.34;58.02;5.474;276.9;0.69;410.156;1.844
201;20.07.1995;1600;0;542.6;312.7;25.68;56.13;5.007;278;0.58;322.838;10.138
201;20.07.1995;1700;0;288.8;167.1;25.3;61.34;4.522;279.7;0.37;162.944;4.156
201;20.07.1995;1800;0;199.6;108.9;24.56;69.07;3.49;282.9;0.23;106.748;2.152
201;20.07.1995;1900;0;91.9;46.35;23.82;75.7;2.305;271.1;0.11;38.897;7.453
201;20.07.1995;2000;0;31.77;3.065;22.6;85.8;1.411;267.2;0.02;1.0151;2.0499
201;20.07.1995;2100;0;4.831;-25.61;21.1;90.7;1.606;268.4;-0.01;-15.95647;9.65353
201;20.07.1995;2200;0;0.016;-27.92;19.01;96.9;1.357;217.8;-0.02;-18.98992;8.93008
201;20.07.1995;2300;0;0;-17.36;18.19;99.1;0.963;222.7;-0.02;-19;1.64
202;21.07.1995;0;0;0;-9.42;18.11;100.1;0.737;203.3;-0.01;-19;9.58
202;21.07.1995;100;0;0.005;-4.903;18.75;100.5;0.69;183.6;-0.01;-18.99685;14.09385
202;21.07.1995;200;0;0;-10.85;18.78;100.4;0.665;173.6;-0.01;-19;8.15
202;21.07.1995;300;0;0.005;-10.04;18.34;101;0.926;182.5;-0.01;-18.99685;8.95685
202;21.07.1995;400;0;0.143;-16.27;17.13;101.5;1.122;197.9;-0.02;-18.90991;2.63991
202;21.07.1995;500;0;8.57;-4.955;16.14;102.5;0.924;192.9;-0.01;-13.6009;8.6459
202;21.07.1995;600;0;59.23;36.72;16.82;103;0.948;177;0.03;18.3149;18.4051
202;21.07.1995;700;0;169.7;108;18.88;101.9;1.334;173.7;0.1;87.911;20.089
202;21.07.1995;800;0;308;196;20.88;94.8;2.342;175;0.21;175.04;20.96
202;21.07.1995;900;0;439.8;288.4;22.82;87.4;2.769;178.5;0.34;258.074;30.326
202;21.07.1995;1000;0;593.7;383.8;24.31;80.3;2.448;204.7;0.46;355.031;28.769
202;21.07.1995;1100;0;715;451.1;25.76;71.2;2.626;195.5;0.57;431.45;19.65
202;21.07.1995;1200;0;765;459;26.8;63.43;2.19;205.6;0.59;462.95;3.95
202;21.07.1995;1300;0;760;441.5;27.74;58.17;2.328;175.6;0.6;459.8;18.3
202;21.07.1995;1400;0;752;420.3;28.41;59.86;2.517;177;0.59;454.76;34.46
202;21.07.1995;1500;0.199;670.1;395.8;28.89;56.86;2.165;174.4;0.55;403.163;7.363
202;21.07.1995;1600;0;465.8;303.1;29.05;57.08;2.102;170.9;0.45;274.454;28.646
202;21.07.1995;1700;0;442.3;273.6;29.39;56.04;1.711;162.1;0.4;259.649;13.951
202;21.07.1995;1800;0;269.6;143.9;29.41;58.64;1.455;165.6;0.23;150.848;6.948
202;21.07.1995;1900;0;151.9;70.6;28.2;66.09;1.247;146.8;0.13;76.697;6.097
202;21.07.1995;2000;0;50.74;-1.201;26.39;74;1.128;135.1;0.03;12.9662;14.1672
202;21.07.1995;2100;0;4.257;-29.31;24.05;80.9;1.356;138.5;0;-16.31809;12.99191
202;21.07.1995;2200;0;0.022;-29.94;22.55;83.2;1.516;140;0;-18.98614;10.95386
202;21.07.1995;2300;0;0.011;-27.53;21;89.7;0.906;149.2;-0.02;-18.99307;8.53693
203;22.07.1995;0;0;0;-18.24;19.62;96.3;0.548;160;-0.02;-19;0.76
203;22.07.1995;100;0;-0.005;-19.28;20.13;93.6;1.501;171.8;-0.01;-19.00315;0.27685
203;22.07.1995;200;0;0;-20.75;19.73;95;0.85;177;-0.02;-19;1.75
203;22.07.1995;300;0;0;-18.85;19.65;95.2;1.192;154.8;-0.01;-19;0.15
203;22.07.1995;400;0;0.104;-20.06;19.63;94.5;1.725;143.8;-0.01;-18.93448;1.12552
203;22.07.1995;500;0;8.42;-14.1;19.43;95.3;1.371;144.5;-0.01;-13.6954;0.4046
203;22.07.1995;600;0;67.27;18.1;20.19;93.8;1.509;150.7;0.03;23.3801;5.2801
203;22.07.1995;700;0;205.8;116.1;22.04;88.6;2.082;169.6;0.14;110.654;5.446
203;22.07.1995;800;0;247.7;159.9;23.69;82.4;2.657;181;0.22;137.051;22.849
203;22.07.1995;900;0;364.7;232.5;24.61;81;2.51;179.6;0.3;210.761;21.739
203;22.07.1995;1000;0;586.4;378.2;27.23;71.9;3.217;194.9;0.52;350.432;27.768
203;22.07.1995;1100;0;689.1;441.4;28.95;63.51;3.106;200.8;0.63;415.133;26.267
203;22.07.1995;1200;0;747;470.8;30.12;59.9;2.891;218.3;0.67;451.61;19.19
203;22.07.1995;1300;0;747;458.6;31.12;56.71;2.748;228.8;0.67;451.61;6.99
203;22.07.1995;1400;0;724;443.6;31.91;52.91;3.493;227.7;0.71;437.12;6.48
203;22.07.1995;1500;0;643.4;388.1;32.4;49.87;3.772;224.7;0.68;386.342;1.758
203;22.07.1995;1600;0;547.6;324.5;32.9;46.43;3.627;251.7;0.62;325.988;1.488
203;22.07.1995;1700;0;413.1;240.1;32.88;47.6;2.24;273.1;0.43;241.253;1.153
203;22.07.1995;1800;0;278.1;132.6;32.39;53.48;1.308;153.7;0.23;156.203;23.603
203;22.07.1995;1900;0;146.2;65.23;31.94;56.5;0.806;126.2;0.12;73.106;7.876
203;22.07.1995;2000;0;46.63;-1.87;30.4;65.96;0.545;30.66;0.02;10.3769;12.2469
203;22.07.1995;2100;0;3.225;-24.91;26.74;81.3;0.685;91.7;-0.01;-16.96825;7.94175
203;22.07.1995;2200;0;0.011;-21.47;23.93;93.2;0.646;141.8;-0.02;-18.99307;2.47693
203;22.07.1995;2300;0;-0.016;-19.22;22.98;96.7;1.08;179.6;-0.02;-19.01008;0.20992
204;23.07.1995;0;0;-0.005;-19.15;23.29;90;0.909;165.1;-0.01;-19.00315;0.14685
204;23.07.1995;100;0;0;-17.65;22.16;91.9;0.987;209.5;-0.01;-19;1.35
204;23.07.1995;200;0;-0.005;-19.05;22.35;89;1.711;285.4;0;-19.00315;0.04685
204;23.07.1995;300;0;0;-16.48;21.57;92.4;4.966;306.5;0.02;-19;2.52
204;23.07.1995;400;0;-0.011;-10.87;20.3;94.5;3.751;304.5;0.01;-19.00693;8.13693
204;23.07.1995;500;0;0.538;-9.6;19.68;97.2;3.065;297.3;0;-18.66106;9.06106
204;23.07.1995;600;2.388;11.65;1.027;18.96;100.8;2.278;256.4;0;-11.6605;12.6875
204;23.07.1995;700;0;77.4;54.19;18.89;101.6;3.477;301.5;0.05;29.762;24.428
204;23.07.1995;800;0;60.81;40.43;18.91;100.2;3.452;301.1;0.04;19.3103;21.1197
204;23.07.1995;900;0;75.9;49.72;18.37;100.3;4.053;310.3;0.05;28.817;20.903
204;23.07.1995;1000;0;137;90.7;18.16;99;3.427;317.2;0.09;67.31;23.39
204;23.07.1995;1100;0;188.5;124.5;18.49;93.6;3.789;314.7;0.14;99.755;24.745
204;23.07.1995;1200;0;130.9;83.4;18.32;92.2;3.006;315.7;0.1;63.467;19.933
204;23.07.1995;1300;0;261.2;175.2;19.3;83.1;3.24;304.9;0.23;145.556;29.644
204;23.07.1995;1400;0;417.5;279.5;20.18;75.4;3.827;300.6;0.37;244.025;35.475
