TAG;Datum;ZEIT;RAIN;GLOBRAD;Rn;Tempera;LFrel;U;WINDRICHTU;pETP;Mod;Diff
1;01.01.1995;0;0;-0.066;-44.68;2.575;95.9;4.642;240.5;-0.02;-19.04158;25.63842
1;01.01.1995;100;0.199;-0.017;-23.12;2.782;96.5;4.233;241.6;-0.01;-19.01071;4.10929
1;01.01.1995;200;0.199;-0.022;-8.75;3.164;94.6;4.349;241.4;0.01;-19.01386;10.26386
1;01.01.1995;300;0;-0.011;-9.26;3.293;91.6;4.878;255.1;0.02;-19.00693;9.74693
1;01.01.1995;400;0;-0.011;-19.68;2.726;93.9;4.379;253.7;0;-19.00693;0.67307
1;01.01.1995;500;0;-0.011;-26.43;2.579;92.4;4.518;255.1;0;-19.00693;7.42307
1;01.01.1995;600;0;0.017;-34.46;2.241;92.7;4.091;246;0;-18.98929;15.47071
1;01.01.1995;700;0.199;0;-32.34;2.337;89.8;5.026;259.2;0.01;-19;13.34
1;01.01.1995;800;0;0.017;-9.45;2.338;88.4;6.205;275.4;0.04;-18.98929;9.53929
1;01.01.1995;900;0;3.236;-8.13;1.972;91.9;5.114;266.6;0.02;-16.96132;8.83132
1;01.01.1995;1000;0;43.89;-7.35;2.021;85.4;6.243;269;0.05;8.6507;16.0007
1;01.01.1995;1100;0;101.1;25.62;2.099;82.8;5.849;260;0.07;44.693;19.073
1;01.01.1995;1200;0;116.9;50.19;2.383;78.6;6.648;260.5;0.11;54.647;4.457
1;01.01.1995;1300;0;154;70.1;2.413;73.8;7.08;260.6;0.15;78.02;7.92
1;01.01.1995;1400;0;197.8;106.5;2.843;67.33;7.27;263.5;0.21;105.614;0.886
1;01.01.1995;1500;0;53.22;17.7;2.078;71.4;6.454;250.6;0.12;14.5286;3.1714
1;01.01.1995;1600;0;13.93;-5.609;1.286;79.5;6.806;241.2;0.07;-10.2241;4.6151
1;01.01.1995;1700;0;1.211;-10.44;0.38;91.2;6.27;237.8;0.02;-18.23707;7.79707
1;01.01.1995;1800;0;0;-24.89;-0.247;100.2;5.676;232.9;-0.01;-19;5.89
1;01.01.1995;1900;0;0.011;-29.67;0.023;90.9;6.387;231.7;0.01;-18.99307;10.67693
1;01.01.1995;2000;0;0.006;-7.47;0.277;88.9;7.44;230.9;0.04;-18.99622;11.52622
1;01.01.1995;2100;0;0;-7.46;-0.795;102.8;6.828;226.2;-0.01;-19;11.54
1;01.01.1995;2200;0;0;-9.65;-0.529;101.7;6.731;222.3;-0.01;-19;9.35
1;01.01.1995;2300;0;0;-2.51;-0.25;103.9;7.29;240.1;-0.02;-19;16.49
2;02.01.1995;0;0;0;-9.51;0.252;101.8;8.23;282.8;-0.01;-19;9.49
2;02.01.1995;100;0;0;-12.91;0.855;94.2;6.458;268.3;0.01;-19;6.09
2;02.01.1995;200;0.398;0;-8.97;1.376;92.8;7.85;268.4;0.03;-19;10.03
2;02.01.1995;300;0.398;0;-36.65;1.664;88.8;8.21;263.8;0.03;-19;17.65
2;02.01.1995;400;0.398;0;-22.17;1.942;87.6;8.25;265;0.04;-19;3.17
2;02.01.1995;500;0;0;-25.02;1.717;89.2;7.21;267.5;0.03;-19;6.02
2;02.01.1995;600;0.199;0.006;-11.08;1.637;90.5;7.15;256.3;0.03;-18.99622;7.91622
2;02.01.1995;700;0.398;0;-5.552;1.038;96;6.986;269.1;0.01;-19;13.448
2;02.01.1995;800;0.199;0.006;-5.195;0.158;101.7;6.457;285;-0.01;-18.99622;13.80122
2;02.01.1995;900;0;4.316;-15.31;0.195;102.4;6.412;289.2;-0.02;-16.28092;0.97092
2;02.01.1995;1000;0.199;33.87;-9.71;0.025;93.3;6.754;306.9;0.02;2.3381;12.0481
2;02.01.1995;1100;0;91.8;7.97;-0.261;85.8;5.155;303.6;0.04;38.834;30.864
2;02.01.1995;1200;0;132.2;15.41;-0.02;85.9;5.326;296.7;0.05;64.286;48.876
2;02.01.1995;1300;0;63.92;4.997;0.208;83.5;5.788;293.2;0.05;21.2696;16.2726
2;02.01.1995;1400;0;102.5;17.11;0.364;81.9;6.745;310.3;0.08;45.575;28.465
2;02.01.1995;1500;0;71.9;6.997;0.21;81.7;6.432;309.5;0.07;26.297;19.3
2;02.01.1995;1600;0;20.08;-9.03;0.022;85.5;5.577;314.1;0.04;-6.3496;2.6804
2;02.01.1995;1700;0;1.552;-11.35;-0.225;86.7;5.14;315.1;0.03;-18.02224;6.67224
2;02.01.1995;1800;0;0;-7.04;-0.284;87.5;5.371;311.1;0.03;-19;11.96
2;02.01.1995;1900;0;0;-8.38;-0.405;86.7;5.618;314.9;0.03;-19;10.62
2;02.01.1995;2000;0;0;-6.954;-0.477;87.6;5.58;315.3;0.03;-19;12.046
2;02.01.1995;2100;0;0;-7.36;-0.59;88.3;5.295;307.5;0.03;-19;11.64
2;02.01.1995;2200;0;0;-5.633;-0.524;88.5;4.44;314.4;0.02;-19;13.367
2;02.01.1995;2300;0;0;-12.78;-0.705;90;4.528;317.1;0.02;-19;6.22
3;03.01.1995;0;0;0;-33.92;-1.391;92.4;4.07;310.3;0;-19;14.92
3;03.01.1995;100;0;0;-8.25;-1.079;93;4.493;316.2;0.01;-19;10.75
3;03.01.1995;200;0;0;-7.68;-0.984;92.6;4.277;326.3;0.01;-19;11.32
3;03.01.1995;300;0;0;-8.21;-0.967;92.8;3.455;321.8;0.01;-19;10.79
3;03.01.1995;400;0;0;-7.56;-0.954;94.6;2.851;315.5;0;-19;11.44
3;03.01.1995;500;0;0;-7.66;-0.9;96.1;2.653;319.1;0;-19;11.34
3;03.01.1995;600;0;0;-7.75;-0.9;97.1;2.687;310.4;0;-19;11.25
3;03.01.1995;700;0;0;-5.896;-0.827;97.8;2.615;308.8;0;-19;13.104
3;03.01.1995;800;0;0;-6.495;-0.6;97.3;2.721;323.1;0;-19;12.505
3;03.01.1995;900;0;6.007;-11.48;-0.499;95.4;2.723;330.8;0;-15.21559;3.73559
3;03.01.1995;1000;0;31.12;-17.65;-0.632;93.3;2.744;270.6;0;0.6056;18.2556
3;03.01.1995;1100;0;112.1;-16.16;-0.45;89;2.226;195.3;0;51.623;67.783
3;03.01.1995;1200;0;198.3;-0.445;0.204;81.3;2.528;33.91;0.02;105.929;106.374
3;03.01.1995;1300;0;215.1;3.786;0.386;80.3;2.383;43.48;0.03;116.513;112.727
3;03.01.1995;1400;0;184.3;-1.619;0.379;78.9;1.857;32.5;0.02;97.109;98.728
3;03.01.1995;1500;0;132.4;-16.88;0.372;77.7;1.399;60.73;0.01;64.412;81.292
3;03.01.1995;1600;0;45.11;-59.65;-0.284;78.9;1.101;67.86;-0.02;9.4193;69.0693
3;03.01.1995;1700;0;3.224;-41.76;-1.559;86.7;0.716;79.8;-0.02;-16.96888;24.79112
3;03.01.1995;1800;0;-0.039;-21.33;-3.953;93.1;0.783;143.3;-0.01;-19.02457;2.30543
3;03.01.1995;1900;0;0;-18.65;-6.114;98.5;0.824;205.1;-0.01;-19;0.35
3;03.01.1995;2000;0;0;-17.78;-5.96;99.8;0.763;160.7;-0.01;-19;1.22
3;03.01.1995;2100;0;-0.017;-17.37;-6.171;100.2;0.897;167.9;-0.01;-19.01071;1.64071
3;03.01.1995;2200;0;-0.116;-21.29;-7.32;100;0.518;183.3;-0.01;-19.07308;2.21692
3;03.01.1995;2300;0;-0.105;-19.26;-7.19;99.9;0.808;162.7;-0.01;-19.06615;0.19385
4;04.01.1995;0;0;-0.006;-17.59;-7.19;99.7;1.115;177.6;-0.01;-19.00378;1.41378
4;04.01.1995;100;0;0;-19.55;-7.82;99.4;0.844;174.3;-0.01;-19;0.55
4;04.01.1995;200;0;0;-16.45;-7.21;99.7;1.273;162.1;-0.01;-19;2.55
4;04.01.1995;300;0;0;-15.15;-8.03;99.2;1.657;197;-0.01;-19;3.85
4;04.01.1995;400;0;-0.006;-15.99;-7.97;99.1;1.477;151.5;-0.01;-19.00378;3.01378
4;04.01.1995;500;0;0;-4.039;-6.918;100;1.394;103.6;0;-19;14.961
4;04.01.1995;600;0;0;-2.658;-6.465;100.3;1.664;158.7;0;-19;16.342
4;04.01.1995;700;0;-0.006;-2.972;-6.115;100.7;1.49;186.7;0;-19.00378;16.03178
4;04.01.1995;800;0;0.028;-2.066;-6.171;100.6;1.688;211.6;0;-18.98236;16.91636
4;04.01.1995;900;0;4.705;-1.84;-6.845;100.1;1.332;194.7;0;-16.03585;14.19585
4;04.01.1995;1000;0;26.01;0.789;-7.39;99.7;1.261;191.1;0;-2.6137;3.4027
4;04.01.1995;1100;0;49.1;3.286;-6.668;100.2;0.862;135.6;0;11.933;8.647
4;04.01.1995;1200;0;75.3;5.636;-6.088;100.5;0.627;107.8;0;28.439;22.803
4;04.01.1995;1300;0;101.5;6.227;-6.405;100.3;1.158;80.4;0;44.945;38.718
4;04.01.1995;1400;0;91;3.949;-6.683;100;0.84;86.2;0;38.33;34.381
4;04.01.1995;1500;0;55.49;1.307;-6.789;100;0.677;72.2;0;15.9587;14.6517
4;04.01.1995;1600;0;20.7;-1.548;-6.858;100;0.823;69.62;0;-5.959;4.411
4;04.01.1995;1700;0;1.564;-2.621;-7.15;99.8;1.056;92.1;0;-18.01468;15.39368
4;04.01.1995;1800;0;0;-2.621;-6.659;100.2;0.916;88.3;0;-19;16.379
4;04.01.1995;1900;0;0;-3.015;-6.655;100.2;0.832;110.5;0;-19;15.985
4;04.01.1995;2000;0;0;-4.118;-7.24;99.7;0.713;141;0;-19;14.882
4;04.01.1995;2100;0;0;-4.593;-8.01;99.2;0.532;104.5;0;-19;14.407
4;04.01.1995;2200;0;0;-6.331;-8.67;98.6;0.659;121;0;-19;12.669
4;04.01.1995;2300;0;0;-8.88;-9.7;98;0.387;160.8;0;-19;10.12
5;05.01.1995;0;0;0;-7.24;-9.65;98.1;0.593;138.6;0;-19;11.76
5;05.01.1995;100;0;0;-16.67;-10.16;97.6;0.401;126.5;-0.01;-19;2.33
5;05.01.1995;200;0;0;-21.85;-10.55;97.4;0.252;72.1;-0.01;-19;2.85
5;05.01.1995;300;0;0;-20.59;-10.16;97.8;0.323;45.91;-0.01;-19;1.59
5;05.01.1995;400;0;0;-13.42;-9.63;98;0.468;87.3;0;-19;5.58
5;05.01.1995;500;0;0;-11.8;-9.87;97.8;0.557;100.8;0;-19;7.2
5;05.01.1995;600;0;0;-11.37;-10.03;97.7;0.569;105.1;0;-19;7.63
5;05.01.1995;700;0;0;-9.45;-9.87;97.8;0.61;90.6;0;-19;9.55
5;05.01.1995;800;0;0.017;-10.58;-10.32;97.5;0.588;103.2;0;-18.98929;8.40929
5;05.01.1995;900;0;6.577;-21.85;-10.11;97.8;0.604;117.8;-0.01;-14.85649;6.99351
5;05.01.1995;1000;0;34.05;-24.17;-8.94;98.5;0.728;107.6;-0.01;2.4515;26.6215
5;05.01.1995;1100;0;69.96;-23.03;-7.74;99.2;0.722;104.3;-0.01;25.0748;48.1048
5;05.01.1995;1200;0;115.5;-10.19;-7;99.6;0.676;94.3;0;53.765;63.955
5;05.01.1995;1300;0;124.8;-6.088;-6.599;99.5;0.716;85.2;0;59.624;65.712
5;05.01.1995;1400;0;105.5;-8.79;-6.644;98.3;0.845;78.5;0;47.465;56.255
5;05.01.1995;1500;0;73.8;-24.78;-6.521;94.2;1.073;86.8;-0.01;27.494;52.274
5;05.01.1995;1600;0;28.05;-50.55;-6.57;92.1;1.455;83.9;-0.02;-1.3285;49.2215
5;05.01.1995;1700;0;1.988;-43.71;-7.05;92.6;1.62;91.2;-0.01;-17.74756;25.96244
5;05.01.1995;1800;0;0.011;-33.83;-7.64;94.8;2.03;100.2;-0.01;-18.99307;14.83693
5;05.01.1995;1900;0;0;-26.13;-8.18;95.9;2.275;103.9;-0.01;-19;7.13
5;05.01.1995;2000;0;0;-21.55;-8.32;95.4;2.315;102.2;0;-19;2.55
5;05.01.1995;2100;0;0;-20.27;-8.52;94.8;2.022;98.3;0;-19;1.27
5;05.01.1995;2200;0;0;-18.62;-8.94;95.2;2.226;84.8;0;-19;0.38
5;05.01.1995;2300;0;0;-19.22;-9.23;94.7;1.648;70.4;0;-19;0.22
6;06.01.1995;0;0;0;-18.3;-8.8;91.6;1.864;91.9;0;-19;0.7
6;06.01.1995;100;0;0;-17.86;-8.5;88.9;2.275;105.1;0;-19;1.14
6;06.01.1995;200;0;0;-16.48;-9.21;92.4;3.118;103.8;0;-19;2.52
6;06.01.1995;300;0;0;-15.67;-9.49;92.9;2.761;94.5;0;-19;3.33
6;06.01.1995;400;0;0;-18.65;-9.53;92.6;1.328;81.5;0;-19;0.35
6;06.01.1995;500;0;0;-17.38;-9.66;92.3;1.764;66.48;0;-19;1.62
6;06.01.1995;600;0;0;-16.52;-10.05;93.6;1.864;67.71;0;-19;2.48
6;06.01.1995;700;0;0;-15.08;-10.27;94;2.092;54.2;0;-19;3.92
6;06.01.1995;800;0;0.017;-14.83;-10.27;93.9;1.987;53.07;0;-18.98929;4.15929
6;06.01.1995;900;0;7.34;-8.68;-10.06;93.6;1.999;62.12;0;-14.3758;5.6958
6;06.01.1995;1000;0;38.52;15.55;-9.49;91.8;2.415;81.6;0.01;5.2676;10.2824
6;06.01.1995;1100;0;92.2;47.5;-8.74;90.7;2.781;88.9;0.03;39.086;8.414
6;06.01.1995;1200;0;128;71.8;-7.45;88.3;1.948;74.6;0.04;61.64;10.16
6;06.01.1995;1300;0;134.8;75.2;-6.962;88.5;2.848;84.5;0.04;65.924;9.276
6;06.01.1995;1400;0;98.2;37.69;-6.848;89.1;2.817;82.9;0.03;42.866;5.176
6;06.01.1995;1500;0;66.9;12.08;-6.775;88.6;2.445;69.48;0.02;23.147;11.067
6;06.01.1995;1600;0;22.19;-15.93;-7.14;89.3;1.84;68.87;0;-5.0203;10.9097
6;06.01.1995;1700;0;1.493;-24.16;-7.67;90.5;2.147;94;0;-18.05941;6.10059
6;06.01.1995;1800;0;0;-23.66;-8.14;91.5;2.222;101.7;0;-19;4.66
6;06.01.1995;1900;0;0;-25.32;-8.61;92;1.463;124.1;-0.01;-19;6.32
6;06.01.1995;2000;0;0;-24.2;-9.54;94.5;0.668;198.2;-0.01;-19;5.2
6;06.01.1995;2100;0;0;-22.76;-9.99;96.7;0.573;153.9;-0.01;-19;3.76
6;06.01.1995;2200;0;0;-21.2;-10.04;97.4;0.802;89.1;-0.01;-19;2.2
6;06.01.1995;2300;0;0;-20.96;-10.15;97.6;0.631;102.5;-0.01;-19;1.96
7;07.01.1995;0;0;0;-17.98;-10.2;97.5;0.976;117;-0.01;-19;1.02
7;07.01.1995;100;0;0;-17.66;-10.42;96.9;0.968;102.8;-0.01;-19;1.34
7;07.01.1995;200;0;0;-20.02;-10.7;97;0.678;90.9;-0.01;-19;1.02
7;07.01.1995;300;0;0;-16.54;-10.79;96.9;1.103;80.4;0;-19;2.46
7;07.01.1995;400;0;0;-20.64;-11.08;96.3;0.592;44;-0.01;-19;1.64
7;07.01.1995;500;0;0;-22.17;-11.59;96.5;0.428;131.9;-0.01;-19;3.17
7;07.01.1995;600;0;0;-20.85;-11.98;96.5;0.659;91.3;-0.01;-19;1.85
7;07.01.1995;700;0;0;-17.16;-12.53;96.5;0.993;222.6;0;-19;1.84
7;07.01.1995;800;0;0.039;-20.22;-12.54;96.4;0.565;233.6;-0.01;-18.97543;1.24457
7;07.01.1995;900;0;3.033;-8.18;-11.9;96.9;0.735;269.9;0;-17.08921;8.90921
7;07.01.1995;1000;0;15.15;-3.733;-10.01;97.1;0.625;264.7;0;-9.4555;5.7225
7;07.01.1995;1100;0;54.04;0.139;-9.02;96.5;1.158;191.3;0;15.0452;14.9062
7;07.01.1995;1200;0;59.3;-3.352;-8.49;96.8;1.123;160.7;0;18.359;21.711
7;07.01.1995;1300;0;41.73;-6.915;-7.78;97.4;0.853;268.7;0;7.2899;14.2049
7;07.01.1995;1400;0;31.48;-7.71;-7.18;96.4;0.835;134.9;0;0.8324;8.5424
7;07.01.1995;1500;0;36.44;-7.66;-6.992;95.5;1.16;51.4;0;3.9572;11.6172
7;07.01.1995;1600;0;14.96;-7.84;-6.909;93.3;0.948;241.3;0;-9.5752;1.7352
7;07.01.1995;1700;0;1.344;-7.59;-6.961;92.7;1.248;269.6;0;-18.15328;10.56328
7;07.01.1995;1800;0;0;-7.62;-6.879;92.7;1.135;109.3;0;-19;11.38
7;07.01.1995;1900;0;0;-6.411;-6.841;94;1.806;97.6;0;-19;12.589
7;07.01.1995;2000;0;0;-5.571;-6.811;95.6;2.34;106.9;0;-19;13.429
7;07.01.1995;2100;0;0;-5.761;-7.02;93;3.044;121.6;0.01;-19;13.239
7;07.01.1995;2200;0;0;-5.578;-7.49;94.9;3.025;121.6;0;-19;13.422
7;07.01.1995;2300;0;0;-6.411;-7.48;93.1;2.748;167.2;0;-19;12.589
8;08.01.1995;0;0;0;-6.068;-7.19;93.6;2.705;166.4;0;-19;12.932
8;08.01.1995;100;0;0;-12.24;-7.73;93.6;2.033;185.1;0;-19;6.76
8;08.01.1995;200;0;0;-12.38;-8.58;95.6;1.145;166.1;0;-19;6.62
8;08.01.1995;300;0;0;-12.45;-8.17;95.4;1.398;156;0;-19;6.55
8;08.01.1995;400;0;0;-9.03;-7.8;93.7;2.59;173.5;0;-19;9.97
8;08.01.1995;500;0;0;-7.33;-6.842;91.6;3.917;168.2;0.01;-19;11.67
8;08.01.1995;600;0;0;-8.71;-7.09;91.9;3.15;177.3;0.01;-19;10.29
8;08.01.1995;700;0;0;-7.51;-6.85;91.5;4.027;166.9;0.01;-19;11.49
8;08.01.1995;800;0;0.066;-5.652;-6.175;90.2;4.979;165.6;0.02;-18.95842;13.30642
8;08.01.1995;900;0;18.84;0.131;-6.007;89.4;5.228;170.1;0.02;-7.1308;7.2618
8;08.01.1995;1000;0;39.69;-1.898;-5.871;89.2;6.8;178.7;0.03;6.0047;7.9027
8;08.01.1995;1100;0;66.3;13.68;-5.67;89.5;6.842;172.1;0.03;22.769;9.089
8;08.01.1995;1200;0;184.5;50.32;-4.67;86.5;7.45;168.7;0.07;97.235;46.915
8;08.01.1995;1300;0;106.1;19.27;-4.631;86.9;6.622;175.6;0.05;47.843;28.573
8;08.01.1995;1400;0;158.3;32.14;-4.35;85.8;6.322;175.9;0.05;80.729;48.589
8;08.01.1995;1500;0;90.8;4.219;-4.389;84.6;6.712;171.5;0.05;38.204;33.985
8;08.01.1995;1600;0;38.59;-3.27;-4.347;84.3;7.02;170.9;0.05;5.3117;8.5817
8;08.01.1995;1700;0;4.098;-6.898;-4.27;84.8;6.78;176.9;0.04;-16.41826;9.52026
8;08.01.1995;1800;0;0;-3.686;-4.202;85.3;6.525;177.3;0.04;-19;15.314
8;08.01.1995;1900;0;0;-3.796;-4.106;85.1;6.014;179.3;0.04;-19;15.204
8;08.01.1995;2000;0;0;-0.277;-4.034;85;6.467;176.8;0.04;-19;18.723
8;08.01.1995;2100;0;0;1.591;-3.847;85.9;7.6;176.2;0.05;-19;20.591
8;08.01.1995;2200;0;0;-1.584;-3.467;88.9;6.278;187.1;0.03;-19;17.416
8;08.01.1995;2300;0;0;-1.927;-3.683;95.8;5.5;180.3;0.01;-19;17.073
9;09.01.1995;0;0;0.006;-1.175;-3.582;98.5;6.629;181.8;0;-18.99622;17.82122
9;09.01.1995;100;0;0.006;-1.35;-3.034;98.2;5.477;192.1;0;-18.99622;17.64622
9;09.01.1995;200;0;0.011;-1.365;-2.39;98.5;5.877;197.1;0;-18.99307;17.62807
9;09.01.1995;300;0;0.017;-1.306;-2.005;97.2;5.707;202.4;0.01;-18.98929;17.68329
9;09.01.1995;400;0;0.028;-0.547;-1.682;99.3;3.879;204.3;0;-18.98236;18.43536
9;09.01.1995;500;0;0.006;-0.759;-1.5;99.4;3.765;218.6;0;-18.99622;18.23722
9;09.01.1995;600;0;0.066;-0.431;-1.081;99.5;3.519;208.6;0;-18.95842;18.52742
9;09.01.1995;700;0;0.022;-1.168;-0.815;100.2;3.334;210.1;0;-18.98614;17.81814
9;09.01.1995;800;0;0.11;-3.649;-1.253;100.3;3.042;199.6;0;-18.9307;15.2817
9;09.01.1995;900;0;5.374;0.846;-0.39;101.7;3.604;206.4;0;-15.61438;16.46038
9;09.01.1995;1000;0.199;31.17;5.276;0.274;101.8;3.846;202.9;0;0.6371;4.6389
9;09.01.1995;1100;1.194;68.25;11.82;0.974;100.5;4.446;201.4;0.01;23.9975;12.1775
9;09.01.1995;1200;0.796;63.11;16.56;1.389;99.7;3.809;204.6;0.01;20.7593;4.1993
9;09.01.1995;1300;0.199;82.9;23.18;1.637;99.4;4.222;218.1;0.02;33.227;10.047
9;09.01.1995;1400;0;101.9;30.01;1.694;100.5;4.923;222.4;0.02;45.197;15.187
9;09.01.1995;1500;0.199;58.63;16.62;1.864;100;5.392;213;0.01;17.9369;1.3169
9;09.01.1995;1600;0;12.19;5.873;1.974;100.5;4.934;212.2;0;-11.3203;17.1933
9;09.01.1995;1700;0;1.31;1.86;2.141;100.7;5.116;211.6;0;-18.1747;20.0347
9;09.01.1995;1800;0.398;0.055;1.503;2.337;99.2;4.952;212.8;0;-18.96535;20.46835
9;09.01.1995;1900;0.796;0.017;1.882;2.271;98;5.109;205.7;0.01;-18.98929;20.87129
9;09.01.1995;2000;0.995;-0.028;1.583;1.986;98.4;5.387;205.4;0.01;-19.01764;20.60064
9;09.01.1995;2100;1.791;0.05;0.146;1.412;98.8;8.4;197;0.01;-18.9685;19.1145
9;09.01.1995;2200;1.393;0.039;0.161;1.404;98.7;8.36;198.7;0.01;-18.97543;19.13643
9;09.01.1995;2300;2.189;-0.017;0.365;1.503;98.7;8.64;197.8;0.01;-19.01071;19.37571
10;10.01.1995;0;1.393;0.017;1.656;2.43;97;8.35;212;0.02;-18.98929;20.64529
10;10.01.1995;100;0.796;-0.011;3.954;3.209;98.2;7.5;216.1;0.01;-19.00693;22.96093
10;10.01.1995;200;1.592;-0.022;4.851;4.384;97.4;7.71;238.2;0.02;-19.01386;23.86486
10;10.01.1995;300;1.393;-0.017;-8.95;4.672;90.3;9.24;268.3;0.05;-19.01071;10.06071
10;10.01.1995;400;0.199;-0.022;-39.77;4.9;85.3;9.3;271.1;0.06;-19.01386;20.75614
10;10.01.1995;500;0.398;-0.017;-32.91;4.715;80.1;10.03;260.3;0.1;-19.01071;13.89929
10;10.01.1995;600;0.597;0.028;-0.97;4.07;85.3;11.23;253.8;0.1;-18.98236;18.01236
10;10.01.1995;700;1.791;-0.006;-0.263;3.928;88.8;11.63;268.1;0.08;-19.00378;18.74078
10;10.01.1995;800;0.796;0.055;-5.333;3.985;85.6;12.36;270.3;0.11;-18.96535;13.63235
10;10.01.1995;900;0.796;3.831;-4.202;3.676;85.4;12.29;273.4;0.11;-16.58647;12.38447
10;10.01.1995;1000;0.398;36.29;13.23;3.348;83.9;11.46;276.9;0.12;3.8627;9.3673
10;10.01.1995;1100;0.398;89.3;50;3.628;78.1;11.5;281.9;0.19;37.259;12.741
10;10.01.1995;1200;0;148.5;92.5;3.517;78.2;10.33;275.6;0.2;74.555;17.945
10;10.01.1995;1300;0;173.9;111.5;3.515;79.3;10.98;272.4;0.21;90.557;20.943
10;10.01.1995;1400;0;104;48.06;3.047;83.1;9.56;274.6;0.13;46.52;1.54
10;10.01.1995;1500;0;103.2;56.91;3.358;78.4;8.65;268.2;0.15;46.016;10.894
10;10.01.1995;1600;0;55.46;5.704;2.948;76.4;9.66;279.7;0.14;15.9398;10.2358
10;10.01.1995;1700;0;2.306;-23.5;2.111;84.2;8.29;283.6;0.06;-17.54722;5.95278
10;10.01.1995;1800;0;0;-38.46;2.05;85.1;7.8;272.8;0.04;-19;19.46
10;10.01.1995;1900;0;0;-48.85;2.068;82.4;7.37;269;0.04;-19;29.85
10;10.01.1995;2000;0;0.011;-39.73;2;83.7;6.464;261.7;0.04;-18.99307;20.73693
10;10.01.1995;2100;0;0.017;-25.73;1.946;86.2;6.144;251.3;0.03;-18.98929;6.74071
10;10.01.1995;2200;0;0.017;-20.97;1.697;91.1;4.334;244.2;0.01;-18.98929;1.98071
10;10.01.1995;2300;0;0.022;-16.47;1.459;93.5;3.901;236;0;-18.98614;2.51614
11;11.01.1995;0;0;0.022;-7.43;1.514;93.5;4.073;248;0.01;-18.98614;11.55614
11;11.01.1995;100;0;0.066;-2.036;1.135;97.1;3.523;248.7;0;-18.95842;16.92242
11;11.01.1995;200;0;0.028;-1.999;1.19;97;3.691;275.1;0;-18.98236;16.98336
11;11.01.1995;300;0;0.011;-1.452;1.019;98.1;4.967;281.1;0;-18.99307;17.54107
11;11.01.1995;400;0;0.061;-1.919;0.656;100.8;4.757;277.7;0;-18.96157;17.04257
11;11.01.1995;500;0;0.017;-25.97;0.585;100;5.443;278.6;-0.02;-18.98929;6.98071
11;11.01.1995;600;0;0.061;-39.86;0.525;97;6.356;280.4;-0.01;-18.96157;20.89843
11;11.01.1995;700;0;0.066;-42.27;0.681;94.2;7.51;279;0;-18.95842;23.31158
11;11.01.1995;800;0;0.215;-22.99;0.763;93.2;7.96;280.9;0.02;-18.86455;4.12545
11;11.01.1995;900;0;5.274;-16;0.69;96.5;7.76;286.5;0.01;-15.67738;0.32262
11;11.01.1995;1000;0.199;62.77;2.977;1.141;94.4;8.42;286.3;0.03;20.5451;17.5681
11;11.01.1995;1100;0;124.1;52.73;1.455;93.3;8.53;281.5;0.06;59.183;6.453
11;11.01.1995;1200;0.199;135.9;76.8;1.677;92.7;8.64;279.4;0.08;66.617;10.183
11;11.01.1995;1300;0.199;75.3;56.14;1.877;92.5;8.49;280.2;0.07;28.439;27.701
11;11.01.1995;1400;0;122.1;77.3;2.48;88.5;9.03;283.9;0.11;57.923;19.377
11;11.01.1995;1500;0;62.29;30.29;2.033;91.7;8.38;282;0.06;20.2427;10.0473
11;11.01.1995;1600;0;26.63;8.54;2.184;90.4;8.28;280.4;0.05;-2.2231;10.7631
11;11.01.1995;1700;0.199;1.816;-5.457;1.739;94;7.56;283.7;0.02;-17.85592;12.39892
11;11.01.1995;1800;0;0.055;-18.25;1.495;95.3;6.906;285.9;0.01;-18.96535;0.71535
11;11.01.1995;1900;0;0.105;-23.22;1.611;95.3;7.46;282.1;0.01;-18.93385;4.28615
11;11.01.1995;2000;0;0.072;-18.94;1.616;94.1;7.66;283.3;0.01;-18.95464;0.01464
11;11.01.1995;2100;0;0.094;-16.76;1.286;96.8;7.29;282.8;0;-18.94078;2.18078
11;11.01.1995;2200;0;0.105;-26.7;1.302;96.4;7.57;281.3;0;-18.93385;7.76615
11;11.01.1995;2300;0;0.088;-18.26;1.051;97.9;7.47;279.7;0;-18.94456;0.68456
12;12.01.1995;0;0.199;0.039;-8.51;0.767;99.4;6.588;284.7;0;-18.97543;10.46543
12;12.01.1995;100;0.199;0.006;-10.37;0.977;97.9;7.45;282;0;-18.99622;8.62622
12;12.01.1995;200;0;-0.006;-22.95;1.204;96.4;7.07;283.7;0;-19.00378;3.94622
12;12.01.1995;300;0;0.022;-22.17;1.173;96.5;7.32;286.4;0;-18.98614;3.18386
12;12.01.1995;400;0;-0.033;-20.25;1.148;96.6;6.428;276;0;-19.02079;1.22921
12;12.01.1995;500;0;0.055;-12.98;1.315;96.5;5.925;268.2;0;-18.96535;5.98535
12;12.01.1995;600;0.199;0.028;-8.65;1.113;97.6;3.39;255.5;0;-18.98236;10.33236
12;12.01.1995;700;0.199;0.066;-1.488;0.536;100.4;2.185;261.4;0;-18.95842;17.47042
12;12.01.1995;800;0;0.149;-0.562;0.015;102.2;1.174;287.8;0;-18.90613;18.34413
12;12.01.1995;900;0.199;1.327;-2.838;0.152;102.9;2.985;318.1;-0.01;-18.16399;15.32599
12;12.01.1995;1000;0.199;45.83;-7.56;0.608;99.6;4.825;315.6;0;9.8729;17.4329
