IniFile;Submodel;EntityType;EntityName;Units;Value;Option;Comment;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;k1;;0.02;NA;growth rate from EC 10 to EC 13;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;LAIcrit_exk;m2/m2;1.5;NA;LAIcrit, bei dem Extinktionskoeffizient = exk;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;LUE0;;3.7;NA;intercept of the pre-winter LUE equation;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;LUELeaf;g/MJ;2.7076;NA;radiation-use efficiency;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;LUEPod;;3.7;NA;LUE Schoten;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;LUEscaling;[-];0.92;NA;for simulatanous scaling of LUEveg and LUEgen;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Oila;;1.9837;NA;Parameter zur Berechnung der Ölkonzentration in Abhängigkeit von der Dauer der Samenreifung;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Oilb;;12.2836;NA;Parameter zur Berechnung der Ölkonzentration in Abhängigkeit von der Dauer der Samenreifung;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Oilc;;-0.00736545;NA;Parameter zur Berechnung der Ölkonzentration in Abhängigkeit von der N-Menge im Samen;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Oild;;1.01735;NA;Parameter zur Berechnung der Ölkonzentration in Abhängigkeit von der N-Menge im Samen;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Par_ExtCoeffPAR;[-];0.675;NA;Extinction coefficient for PAR (only valid if EvapotranspirationModel uses Option Opt_Exk_Glob = fromPlantModel);
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Par_Psi2;[cm];200;NA;water potential at which water uptake by the plant starts to decrease;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Par_rc0;[s.m-1];50;NA;Canopy resistance at potential transpiration;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Par_Weff;[cm];1.01442;NA;effective rooting depth;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;PARmf;W/m²;0.0105484;NA;maintenance radiation required in spring;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;PARmh;W/m²;0.592641;NA;maintenance radiation required in autumn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCn1leaf;;6.632431;NA;intercept preceding DMLeaf;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCn2leaf;;-0.012556;NA;slope of the autumn leaf dilution function;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncrit1Leaf;;6.0719;NA;kritische Verdünnungsfunktion Blätter ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncrit2Leaf;;-0.012556;NA;kritische Verdünnungsfunktion Blätter ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritLeaf;%;3.33;NA;kritische Verdünnungsfunktion Blätter vor Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritPod1;;7.0322;NA;kritische Verdünnungsfunktion Schoten;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritPod2;;-0.87;NA;kritische Verdünnungsfunktion Schoten;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritRoot1f;;3.9241;NA;kritische Verdünnungsfunktion Wurzeln ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritRoot1h;;2.2755;NA;kritische Verdünnungsfunktion Wurzeln vor Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritRoot2f;;-0.0097;NA;kritische Verdünnungsfunktion Wurzeln ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritRoot2h;;-0.138;NA;kritische Verdünnungsfunktion Wurzeln vor Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritStem1f;;5.0809;NA;kritische Verdünnungsfunktion Stängel ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritStem1h;;3.9164;NA;kritische Verdünnungsfunktion Stängel vor Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritStem2f;;-0.79152;NA;kritische Verdünnungsfunktion Stängel ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCncritStem2h;;-0.14047;NA;kritische Verdünnungsfunktion Stängel vor Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnDead;%;2;NA;N-Konzentration abgestorbener Blätter;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnleaf;;4.9827;NA;leaf N concentration;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnPod1;;7.59;NA;Verdünnungsfuktion Schoten;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnPod2;;-0.74;NA;Verdünnungsfunktion Schoten;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnRoot;%;3;NA;N-Konzentration Wurzeln;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnRoot1f;;3.9548;NA;vor eulerscher Zahl Wurzel-Verdünnung;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnRoot1h;;3.3127;NA;vor eulerscher Zahl Wurzel-Verdünnung;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnRoot2f;;-0.0059;NA;vor Variablen Wurzel-Verdünnung;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnRoot2h;;-0.11;NA;vor Variablen Wurzel-Verdünnung;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnSeed;%;3;NA;N-Konzentration Samen;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnStem1f;;5.9264;NA;Verdünnungsfunktion Stängel ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnstem1h;;4.476931;NA;coefficient preceding the exponential term of the autumn stem dilution function;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnStem2f;;-0.79152;NA;Verdünnungsfunktion Stängel ab Schossbeginn;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnstem2h;;-0.14047;NA;coefficient preceding the variable in the autumn stem dilution function;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pCnTrans;;0.65;NA;Anteil N-Menge, der aus seneszenten Blättern transloziert wird;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pfTm_opt;°C;20;NA;Optimaltemperatur für fTm nach Arrhenius;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pfTm_Q10;;2;NA;Q10-Wert für fTm nach Arrhenius;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pfW;[-];1.5;NA;parameter for none linear relation between Tansratio and SWDF (Ferreyra 2003);
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pIniLAI;cm2/plant;0.728412;NA;LAI nach Auflaufen bei InitOption LAIInit [cm²/Pflanze];
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Plants;m-2;45;NA;Pflanzen pro m²;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pSen_sh;;3;NA;Anzahl Tage, über die PARm gemittelt wird;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;pSen_sh_w;;1;NA;Exponent für Wirkung des Faktors fSen_sh;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;root_exp;;-0.0024552;NA;Parameter für Exponentialfunktion von DMRoot;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;rooti;;-1.10E-07;NA;intercept of the root-fraction regression;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;roots;;0.00046574;NA;slope of the root-fraction regression;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLADead;cm²/g;500;NA;SLA seneszenter Blätter [cm²/g];
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLAhin;;318.56;NA;intercept of autumn specific leaf area;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLAhst;;-0.23296;NA;slope parameter of autumn specific leaf area;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLAmax;cm²/g;350;NA;maximum autumn specific leaf area;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLAmin;cm²/g;100;NA;minimum autumn specific leaf area;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLAnB;cm²/g;275;NA;Spezifische Blattfläche nach der Blüte;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SLAspring;;107.4;NA;Parameter für die SLA-Berechnung nach EC30 in Abhängigkeit vom GAI;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SowingDate;[];37128;NA;Day of sowing;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SPA_Exp;;-0.0206986;NA;Parameter für Exponentialfunktion von SPA;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SPAmax;cm²/g;60;NA;Maximale spezifische Schotenfläche;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;SSA;cm²/g;18.635;NA;specific stem area;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;Tb;°C;3;NA;base temperature;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Parameter;y1;[-];0.37;NA;Parameter zur Ertragsberechnung (z.Zt. äquivalent zum Harvest-Index);
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;DayofYear;;NA;Daylength1;day of year;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;DM;;NA;;shoot dry-matter increment for the ExternDM option;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;DVS;;NA;[DevelopmentOSR1];Development-Stage;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;DVS;;NA;[DevelopmentOSR1];Phänologiestadium;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;EC;;NA;[DevelopmentOSR1];phenological stage;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;LAI;;NA;;LAI used for LUE;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;Rad_Int;[W/mÂ²];NA;q:\weather\ModelLowN\DWD_Intpol_Rosenthal.csv;global radiation;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;TMPM;[Â°C];NA;q:\weather\ModelLowN\DWD_Intpol_Rosenthal.csv;daily mean temperature;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;TransIntRatio;;NA;SoilWaterModel;Verhältnis zwischen potentieller und aktueller Transpiration (berücksichtigt Interzeption);
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;ExternalValue;TransRatio;;NA;SoilWaterModel;ratio of potential to actual transpiration;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;ContOutput; NA;NA;true;Output every time step?;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;DMGrowthOption; NA;NA;interndm;intern berechneter DM-Zuwachs oder externe Variable;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;DroughtOption; NA;NA;droughtimpact;effect of drought stress on dry-matter growth;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;FinalOutput; NA;NA;true;Output of final values in separate file?;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;InitOption; NA;NA;laiinit;initialization from exponentially growing dry matter or initial LAI;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;LAIOption; NA;NA;internlai;internally calculated LAI or external variable;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;NSensOption; NA;NA;n_sensitiv;Wirkung von N-Mangel auf TM-Zuwachs;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;optCO2; NA;NA;withco2effect;;
Q:\OSR\INI\ModelLowN\ini\IniFiles\Rosenthal_Patron_150_2002.ini;OSRGrowth;Option;WithRoots; NA;NA;true;Option to flag that root growth is calculated within the component;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
