SubModel;EntityType;EntityName;Units;Value;Option;Comment
SoilWaterMod2;Constant;Tiefe20;[cm];0;NA;
SoilWaterMod2;Constant;Tiefe21;[cm];0;NA;
SoilWaterMod2;Constant;Tiefe22;[cm];0;NA;
SoilWaterMod2;Option;act_Evaporation;NA;red_f;NA;Option for calculation actual evaporation, red_f is recommended, inclExfiltration experimental
SoilWaterMod2;Option;CompMethod;NA;diffusion;NA;Option for numerical solution of water transport equation: Diffusion not strictly correct for layer soil but fast or MixedHydrus are recommendet. The other options are experimental/outdated
SoilWaterMod2;Option;ContOutput;NA;true;NA;Output every time step?
SoilWaterMod2;Option;evaporationred_f;NA;modifiedbeese;NA;Option for calculation evaporation reduction factor from soil water potential in first layer, modifiedBeese is standard
SoilWaterMod2;Option;FinalOutput;NA;false;NA;Output of final values in separate file?
SoilWaterMod2;Option;FKsFromTexture;NA;frompar;NA;Option to take Ks values either from a texture based table or as specific parameter values
SoilWaterMod2;Option;fLD1;NA;oldversion;NA;numerical layer density for first horizon
SoilWaterMod2;Option;fLD2;NA;oldversion;NA;numerical layer density for second horizon
SoilWaterMod2;Option;fLD3;NA;oldversion;NA;numerical layer density for third horizon
SoilWaterMod2;Option;fLD4;NA;oldversion;NA;numerical layer density for fourth horizon
SoilWaterMod2;Option;fLD5;NA;oldversion;NA;numerical layer density for fifth horizon
SoilWaterMod2;Option;fLD6;NA;oldversion;NA;numerical layer density for sixth horizon
SoilWaterMod2;Option;FLDClass1;NA;ld3;NA;layer density class for first horizon
SoilWaterMod2;Option;FLDClass2;NA;ld3;NA;layer density class for second horizon
SoilWaterMod2;Option;FLDClass3;NA;ld3;NA;layer density class for third horizon
SoilWaterMod2;Option;FLDClass4;NA;ld3;NA;layer density class for fourth horizon
SoilWaterMod2;Option;FLDClass5;NA;ld3;NA;layer density class for fifth horizon
SoilWaterMod2;Option;FLDClass6;NA;ld3;NA;layer density class for sixth horizon
SoilWaterMod2;Option;FTextureClass1;NA;sl3;NA;texture class for first horizon
SoilWaterMod2;Option;FTextureClass2;NA;sl3;NA;texture class for second horizon
SoilWaterMod2;Option;FTextureClass3;NA;sl3;NA;texture class for third horizon
SoilWaterMod2;Option;FTextureClass4;NA;sl3;NA;texture class for fourth horizon
SoilWaterMod2;Option;FTextureClass5;NA;sl3;NA;texture class for fourth horizon
SoilWaterMod2;Option;FTextureClass6;NA;sl3;NA;texture class for fourth horizon
SoilWaterMod2;Option;FVGParsFromTexture;NA;frompar;NA;Option for Initialisation of Van Genuchten Parameters, parameters are estimated from texture with pedotransfer function if option is fromtexture
SoilWaterMod2;Option;IniMethod;NA;watercontents;NA;Option for initialisation method, Watercontents: inital watercontent data are provided; Potentials: intial soil water matrix potential is provided, Parameter: initial soil water content is calculated from a matrix potential in the first layer.No license found
SoilWaterMod2;Option;Texture_version;NA;ka;NA;Option for choosing different pedotransfer functions, RR="Rote Reihe", "KA"=addendum to KA5
SoilWaterMod2;Option;TransferwatercontentstonextIniFile?;NA;false;NA;Option writing water contents from end of simulation to next StateIni-file as initial values
SoilWaterMod2;Option;Untere_Randb;NA;freeflow;NA;Option for lower boundary condition, 4 options implemented, constant water content/matrix potential (ConstContent), n_comp + 1 keeps constant, (FreeFlow) (NoFlow)
SoilWaterMod2;Option;WriteParsFromTexture?;NA;false;NA;Option writing Van Genuchten-Pars from Texture estimates to Param-Ini-file
